Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
NEW ZEALAND,14394.51,73.41,0.074,0.089,196.08
ARMENIA,5060.27,66.71,0.026,0.081,75.85
NAMIBIA,11632.57,56.09,0.06,0.068,207.39
GUINEA,19871.26,55.64,0.102,0.067,357.14
SWEDEN,7005.4,52.63,0.036,0.064,133.11
EQUTL GUINEA,7138.55,51.1,0.037,0.062,139.7
TUNISIA,11349.2,48.52,0.058,0.059,233.91
GUINEA BISSAU,25756.92,47.37,0.132,0.057,543.74
BRUNEI,8286.62,45.14,0.043,0.055,183.58
HAITI,9349.32,40.44,0.048,0.049,231.19
GREECE,11566.25,39.29,0.059,0.048,294.38
PORTUGAL,8232.19,38.77,0.042,0.047,212.33
REUNION,11010.0,35.17,0.056,0.043,313.05
SEYCHELLES,8277.59,33.68,0.042,0.041,245.77
ESTONIA,11495.18,32.59,0.059,0.039,352.72
GAMBIA,11401.68,31.32,0.058,0.038,364.04
ETHIOPIA,9840.92,30.65,0.05,0.037,321.07
BURKINA FASO,5513.91,29.98,0.028,0.036,183.92
ARGENTINA,2022.66,28.11,0.01,0.034,71.96
CHILE,2550.78,27.52,0.013,0.033,92.69
LITHUANIA,14482.61,26.78,0.074,0.032,540.8
COMOROS,6680.98,25.94,0.034,0.031,257.56
UNSPECIFIED,9833.17,25.09,0.05,0.03,391.92
EAST TIMOR,10760.7,24.57,0.055,0.03,437.96
TAJIKISTAN,1736.96,23.21,0.009,0.028,74.84
DOMINIC REP,3251.52,19.59,0.017,0.024,165.98
UZBEKISTAN,2505.59,19.19,0.013,0.023,130.57
NORWAY,2586.79,18.21,0.013,0.022,142.05
MAURITANIA,5963.21,17.94,0.031,0.022,332.4
ROMANIA,1602.99,15.55,0.008,0.019,103.09
ZAMBIA,3314.35,14.73,0.017,0.018,225.01
NIGER,4001.05,14.6,0.021,0.018,274.04
TURKMENISTAN,1449.34,14.21,0.007,0.017,101.99
MOROCCO,2779.79,13.21,0.014,0.016,210.43
LIBYA,2273.05,13.13,0.012,0.016,173.12
COLOMBIA,1505.17,13.04,0.008,0.016,115.43
BULGARIA,2084.23,12.1,0.011,0.015,172.25
LATVIA,1937.67,11.86,0.01,0.014,163.38
KAZAKHSTAN,1720.32,10.87,0.009,0.013,158.26
ZIMBABWE,4667.03,10.79,0.024,0.013,432.53
CAMBODIA,3614.59,10.71,0.019,0.013,337.5
IRELAND,2034.6,10.17,0.01,0.012,200.06
KOREA DP RP,1529.5,10.07,0.008,0.012,151.89
ERITREA,2209.04,9.89,0.011,0.012,223.36
FINLAND,1319.6,9.82,0.007,0.012,134.38
GUATEMALA,718.69,9.17,0.004,0.011,78.37
TRINIDAD,1628.16,8.9,0.008,0.011,182.94
CUBA,77.66,8.75,0.0,0.011,8.88
VIRGIN IS US,4500.0,8.73,0.023,0.011,515.46
KYRGHYZSTAN,655.22,8.62,0.003,0.01,76.01
ECUADOR,3601.2,8.23,0.018,0.01,437.57
Eswatini,506.77,7.73,0.003,0.009,65.56
AUSTRIA,1217.08,7.63,0.006,0.009,159.51
NETHERLANDANTIL,680.17,7.61,0.003,0.009,89.38
PERU,890.56,7.44,0.005,0.009,119.7
CZECH REPUBLIC,608.22,7.35,0.003,0.009,82.75
GUYANA,836.37,5.87,0.004,0.007,142.48
CYPRUS,1082.89,5.59,0.006,0.007,193.72
LAO PD RP,341.8,5.35,0.002,0.006,63.89
FIJI IS,1381.09,5.23,0.007,0.006,264.07
ALBANIA,144.86,4.51,0.001,0.005,32.12
JAMAICA,1553.45,4.46,0.008,0.005,348.31
MALAWI,799.09,3.99,0.004,0.005,200.27
CROATIA,1005.77,3.98,0.005,0.005,252.71
FR POLYNESIA,2688.1,3.93,0.014,0.005,683.99
COCOS IS,2001.29,3.89,0.01,0.005,514.47
GUADELOUPE,924.28,3.76,0.005,0.005,245.82
BOTSWANA,792.98,3.6,0.004,0.004,220.27
URUGUAY,216.97,3.27,0.001,0.004,66.35
C AFRI REP,336.44,3.14,0.002,0.004,107.15
HUNGARY,283.72,3.09,0.001,0.004,91.82
MALTA,1187.85,2.75,0.006,0.003,431.95
BELARUS,330.29,2.7,0.002,0.003,122.33
MALI,263.81,2.34,0.001,0.003,112.74
HONDURAS,361.15,2.3,0.002,0.003,157.02
SLOVENIA,346.89,2.21,0.002,0.003,156.96
CHAD,333.38,2.07,0.002,0.003,161.05
VENEZUELA,290.34,2.05,0.001,0.002,141.63
PAPUA N GNA,377.31,1.91,0.002,0.002,197.54
BURUNDI,342.56,1.78,0.002,0.002,192.45
PANAMA REPUBLIC,132.89,1.67,0.001,0.002,79.57
COSTA RICA,204.86,1.44,0.001,0.002,142.26
SAO TOME,487.08,1.28,0.002,0.002,380.53
SURINAME,310.35,1.21,0.002,0.001,256.49
RWANDA,574.93,1.21,0.003,0.001,475.15
NICARAGUA,197.47,1.18,0.001,0.001,167.35
MACEDONIA,75.63,0.68,0.0,0.001,111.22
EL SALVADOR,126.99,0.58,0.001,0.001,218.95
SERBIA,64.79,0.44,0.0,0.001,147.25
SLOVAK REP,69.55,0.42,0.0,0.001,165.6
SAMOA,73.89,0.32,0.0,0.0,230.91
TONGA,105.56,0.31,0.001,0.0,340.52
CONGO D. REP.,35.2,0.28,0.0,0.0,125.71
MARTINIQUE,35.5,0.25,0.0,0.0,142.0
BOSNIA-HRZGOVIN,45.7,0.25,0.0,0.0,182.8
NEUTRAL ZONE,178.33,0.24,0.001,0.0,743.04
BAHAMAS,20.72,0.22,0.0,0.0,94.18
BARBADOS,35.65,0.21,0.0,0.0,169.76
PARAGUAY,24.23,0.2,0.0,0.0,121.15
MOLDOVA,32.29,0.18,0.0,0.0,179.39
PUERTO RICO,35.04,0.15,0.0,0.0,233.6
DOMINICA,16.76,0.11,0.0,0.0,152.36
GRENADA,48.24,0.11,0.0,0.0,438.55
ST LUCIA,48.0,0.1,0.0,0.0,480.0
CAYMAN IS,13.03,0.1,0.0,0.0,130.3
MACAO,13.09,0.08,0.0,0.0,163.62
COOK IS,10.45,0.05,0.0,0.0,209.0
KIRIBATI REPUBLIC,4.2,0.03,0.0,0.0,140.0
BOLIVIA,1.1,0.03,0.0,0.0,36.67
ARUBA,16.86,0.03,0.0,0.0,562.0
LUXEMBOURG,1.52,0.02,0.0,0.0,76.0
TURKS C IS,4.96,0.01,0.0,0.0,496.0
MICRONESIA,0.06,0.01,0.0,0.0,6.0
GUAM,1.0,0.01,0.0,0.0,100.0
MONGOLIA,0.84,0.01,0.0,0.0,84.0
Antarctica,2.39,0.01,0.0,0.0,239.0
Total,19497748.0,82687.38,100.0,100.0,235.8
