Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
U S A,787347.33,14614.06,4.038,17.674,53.88
VIETNAM SOC REP,1283477.21,6662.55,6.583,8.058,192.64
U ARAB EMTS,1764734.75,6629.9,9.051,8.018,266.18
SAUDI ARAB,1095121.84,5516.04,5.617,6.671,198.53
INDONESIA,1629048.57,3803.88,8.355,4.6,428.26
MALAYSIA,1345094.41,3733.02,6.899,4.515,360.32
IRAN,719376.98,3419.61,3.69,4.136,210.37
BANGLADESH PR,1478792.03,2394.57,7.584,2.896,617.56
KUWAIT,310535.12,1931.34,1.593,2.336,160.79
NIGERIA,845539.69,1911.58,4.337,2.312,442.33
EGYPT A RP,335324.05,1803.53,1.72,2.181,185.93
U K,292838.38,1660.26,1.502,2.008,176.38
CHINA P RP,234838.56,1492.76,1.204,1.805,157.32
JORDAN,151883.7,1204.19,0.779,1.456,126.13
IRAQ,228862.52,1113.35,1.174,1.346,205.56
PAKISTAN IR,500126.27,1081.73,2.565,1.308,462.34
GERMANY,89686.59,1076.03,0.46,1.301,83.35
NETHERLAND,143701.16,1055.14,0.737,1.276,136.19
PHILIPPINES,144109.42,1035.23,0.739,1.252,139.21
THAILAND,157011.11,922.54,0.805,1.116,170.19
ALGERIA,99423.57,891.59,0.51,1.078,111.51
OMAN,423071.86,866.81,2.17,1.048,488.08
NEPAL,535362.25,862.75,2.746,1.043,620.53
YEMEN REPUBLC,247740.25,798.66,1.271,0.966,310.19
CANADA,94618.7,701.06,0.485,0.848,134.97
SOUTH AFRICA,234448.88,697.81,1.202,0.844,335.98
ANGOLA,130708.78,681.01,0.67,0.824,191.93
SENEGAL,343859.59,673.13,1.764,0.814,510.84
RUSSIA,107227.81,661.85,0.55,0.8,162.01
SRI LANKA DSR,298344.22,660.92,1.53,0.799,451.41
AUSTRALIA,75672.82,611.28,0.388,0.739,123.79
COTE D IVOIRE,291559.36,593.73,1.495,0.718,491.06
SINGAPORE,179548.92,538.64,0.921,0.651,333.34
BENIN,222091.76,519.05,1.139,0.628,427.88
QATAR,132214.65,478.86,0.678,0.579,276.1
GHANA,114165.85,422.12,0.586,0.511,270.46
TAIWAN,252329.2,403.67,1.294,0.488,625.09
ITALY,56284.06,400.98,0.289,0.485,140.37
SYRIA,45895.68,366.52,0.235,0.443,125.22
KENYA,120364.87,333.38,0.617,0.403,361.04
TURKEY,66248.54,331.96,0.34,0.401,199.57
BELGIUM,62751.3,316.2,0.322,0.382,198.45
FRANCE,53761.48,304.28,0.276,0.368,176.68
MEXICO,37639.57,277.7,0.193,0.336,135.54
GEORGIA,29374.49,273.58,0.151,0.331,107.37
SPAIN,59303.83,256.33,0.304,0.31,231.36
MAURITIUS,55057.8,244.77,0.282,0.296,224.94
TOGO,93366.83,237.96,0.479,0.288,392.36
BAHARAIN IS,80639.4,234.92,0.414,0.284,343.26
JAPAN,23410.24,229.87,0.12,0.278,101.84
CONGO P REP,28493.75,220.35,0.146,0.266,129.31
CAMEROON,72845.57,199.91,0.374,0.242,364.39
SOMALIA,94373.51,195.4,0.484,0.236,482.98
MALDIVES,118968.11,182.22,0.61,0.22,652.88
KOREA RP,77055.28,178.64,0.395,0.216,431.34
LEBANON,24099.82,176.61,0.124,0.214,136.46
SUDAN,60815.83,145.94,0.312,0.176,416.72
SWITZERLAND,12141.96,143.66,0.062,0.174,84.52
MYANMAR,10227.35,140.62,0.052,0.17,72.73
UKRAINE,24664.97,139.09,0.127,0.168,177.33
TANZANIA REP,36759.29,131.49,0.189,0.159,279.56
LIBERIA,73908.99,124.3,0.379,0.15,594.6
DJIBOUTI,60826.16,123.46,0.312,0.149,492.68
AFGHANISTAN TIS,119238.38,115.42,0.612,0.14,1033.08
BRAZIL,7799.13,104.25,0.04,0.126,74.81
ISRAEL,18228.36,102.74,0.093,0.124,177.42
AZERBAIJAN,11112.67,101.48,0.057,0.123,109.51
HONG KONG,25079.13,98.26,0.129,0.119,255.23
GABON,8437.6,92.45,0.043,0.112,91.27
MADAGASCAR,40898.26,86.95,0.21,0.105,470.37
UGANDA,18587.46,86.56,0.095,0.105,214.73
SIERRA LEONE,48200.7,85.0,0.247,0.103,567.07
DENMARK,7280.41,84.99,0.037,0.103,85.66
POLAND,13644.06,84.93,0.07,0.103,160.65
MOZAMBIQUE,29681.62,84.7,0.152,0.102,350.43
BHUTAN,16488.19,78.5,0.085,0.095,210.04
