Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
NIGER,998.74,1.88,0.01,0.009,531.24
BURKINA FASO,261.49,1.86,0.003,0.009,140.59
CROATIA,700.94,1.85,0.007,0.009,378.89
FIJI IS,545.26,1.82,0.005,0.009,299.59
VENEZUELA,297.5,1.77,0.003,0.008,168.08
MARTINIQUE,810.2,1.51,0.008,0.007,536.56
PANAMA REPUBLIC,385.49,1.42,0.004,0.007,271.47
SLOVENIA,220.29,1.29,0.002,0.006,170.77
FR POLYNESIA,364.5,1.26,0.003,0.006,289.29
URUGUAY,52.56,1.18,0.001,0.006,44.54
PERU,273.0,1.18,0.003,0.006,231.36
GUADELOUPE,368.0,1.12,0.004,0.005,328.57
FALKLAND IS,112.0,0.98,0.001,0.005,114.29
KIRIBATI REPUBLIC,335.55,0.95,0.003,0.005,353.21
ZAMBIA,242.16,0.94,0.002,0.004,257.62
SERBIA,327.87,0.94,0.003,0.004,348.8
COSTA RICA,129.1,0.81,0.001,0.004,159.38
NETHERLANDANTIL,363.34,0.8,0.003,0.004,454.17
Eswatini,90.56,0.79,0.001,0.004,114.63
JAMAICA,148.84,0.77,0.001,0.004,193.3
SURINAME,424.64,0.73,0.004,0.003,581.7
PUERTO RICO,99.04,0.64,0.001,0.003,154.75
BELARUS,304.13,0.59,0.003,0.003,515.47
BOSNIA-HRZGOVIN,147.79,0.59,0.001,0.003,250.49
LAO PD RP,59.52,0.58,0.001,0.003,102.62
MAURITANIA,263.32,0.54,0.003,0.003,487.63
ECUADOR,78.41,0.52,0.001,0.002,150.79
MALAWI,195.36,0.5,0.002,0.002,390.72
CAMBODIA,80.59,0.49,0.001,0.002,164.47
RWANDA,50.03,0.47,0.0,0.002,106.45
BARBADOS,85.59,0.44,0.001,0.002,194.52
HONDURAS,124.73,0.43,0.001,0.002,290.07
MALTA,77.5,0.4,0.001,0.002,193.75
BURUNDI,90.1,0.38,0.001,0.002,237.11
KOREA DP RP,100.38,0.36,0.001,0.002,278.83
CHAD,70.86,0.3,0.001,0.001,236.2
PAPUA N GNA,28.89,0.27,0.0,0.001,107.0
COCOS IS,34.0,0.26,0.0,0.001,130.77
LIECHTENSTEIN,27.37,0.23,0.0,0.001,119.0
ST. PIERRA & MI,65.7,0.23,0.001,0.001,285.65
SLOVAK REP,21.24,0.21,0.0,0.001,101.14
CAPE VERDE IS,28.0,0.2,0.0,0.001,140.0
BOLIVIA,22.68,0.18,0.0,0.001,126.0
GUINEA BISSAU,33.8,0.18,0.0,0.001,187.78
PARAGUAY,24.79,0.18,0.0,0.001,137.72
CHRISTMAS IS.,40.0,0.17,0.0,0.001,235.29
ZIMBABWE,92.87,0.16,0.001,0.001,580.44
CAYMAN IS,21.8,0.14,0.0,0.001,155.71
PANAMA CANAL ZONE,20.0,0.12,0.0,0.001,166.67
ICELAND,90.19,0.12,0.001,0.001,751.58
GUYANA,20.62,0.09,0.0,0.0,229.11
ANTIGUA,8.5,0.08,0.0,0.0,106.25
TONGA,11.42,0.08,0.0,0.0,142.75
GUAM,15.99,0.07,0.0,0.0,228.43
KYRGHYZSTAN,11.48,0.07,0.0,0.0,164.0
SAO TOME,19.0,0.07,0.0,0.0,271.43
DOMINICA,18.7,0.07,0.0,0.0,267.14
MACAO,20.98,0.07,0.0,0.0,299.71
ANDORRA,16.05,0.06,0.0,0.0,267.5
NORFOLK ISLANDS,27.06,0.06,0.0,0.0,451.0
MOLDOVA,23.53,0.06,0.0,0.0,392.17
MARSHALL ISLAND,22.0,0.03,0.0,0.0,733.33
GIBRALTAR,4.0,0.02,0.0,0.0,200.0
AMERI SAMOA,3.06,0.02,0.0,0.0,153.0
EL SALVADOR,4.0,0.02,0.0,0.0,200.0
LUXEMBOURG,1.52,0.02,0.0,0.0,76.0
SAMOA,1.89,0.01,0.0,0.0,189.0
BELIZE,1.5,0.01,0.0,0.0,150.0
MONGOLIA,2.77,0.01,0.0,0.0,277.0
SOLOMON ISLANDS,0.95,0.01,0.0,0.0,95.0
VANUATU,1.4,0.01,0.0,0.0,140.0
ST KITT N A,1.17,0.01,0.0,0.0,117.0
Total,10440275.59,21061.4,100.0,100.0,495.71
