Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
BANGLADESH PR,8405057.24,21154.68,19.655,11.449,397.31
U ARAB EMTS,1971478.18,11972.9,4.61,6.48,164.66
U S A,694157.49,9328.77,1.623,5.049,74.41
VIETNAM SOC REP,2258621.19,9254.05,5.282,5.008,244.07
SAUDI ARAB,1078546.39,8394.35,2.522,4.543,128.48
NEPAL,3371058.57,8203.94,7.883,4.44,410.91
MALAYSIA,1415584.54,7866.72,3.31,4.258,179.95
INDONESIA,1319804.13,7430.98,3.086,4.022,177.61
IRAN,1211720.92,7171.07,2.834,3.881,168.97
EGYPT A RP,373559.9,6102.08,0.874,3.303,61.22
IRAQ,764466.06,5441.59,1.788,2.945,140.49
CHINA P RP,1751529.72,4744.54,4.096,2.568,369.17
BENIN,1543650.17,4084.82,3.61,2.211,377.9
SRI LANKA DSR,1327780.48,3800.05,3.105,2.057,349.41
NETHERLAND,271709.31,3209.39,0.635,1.737,84.66
U K,330527.01,3135.4,0.773,1.697,105.42
PHILIPPINES,565673.1,3015.57,1.323,1.632,187.58
YEMEN REPUBLC,681234.12,2831.74,1.593,1.533,240.57
SENEGAL,1114277.74,2663.05,2.606,1.441,418.42
COTE D IVOIRE,944716.61,2509.97,2.209,1.358,376.39
QATAR,440956.4,2333.78,1.031,1.263,188.95
TOGO,857450.41,2308.72,2.005,1.25,371.4
OMAN,531140.22,2298.21,1.242,1.244,231.11
HONG KONG,113874.53,1989.94,0.266,1.077,57.23
GUINEA,684601.91,1903.4,1.601,1.03,359.67
KUWAIT,269511.65,1900.55,0.63,1.029,141.81
CANADA,175985.29,1797.97,0.412,0.973,97.88
RUSSIA,254433.8,1756.89,0.595,0.951,144.82
DJIBOUTI,672962.51,1737.86,1.574,0.941,387.24
SOMALIA,579699.6,1587.21,1.356,0.859,365.23
MADAGASCAR,602223.17,1518.15,1.408,0.822,396.68
AUSTRALIA,135283.88,1474.73,0.316,0.798,91.73
SINGAPORE,212206.17,1421.53,0.496,0.769,149.28
GERMANY,104948.57,1368.52,0.245,0.741,76.69
CAMEROON,499634.36,1336.67,1.168,0.723,373.79
JORDAN,127151.44,1125.33,0.297,0.609,112.99
ANGOLA,312837.61,1082.91,0.732,0.586,288.89
SOUTH AFRICA,265822.61,1025.03,0.622,0.555,259.33
THAILAND,140056.62,990.68,0.328,0.536,141.37
LIBERIA,353196.1,977.26,0.826,0.529,361.41
BAHARAIN IS,104765.59,960.11,0.245,0.52,109.12
BHUTAN,158351.97,908.32,0.37,0.492,174.34
KOREA RP,275329.66,875.36,0.644,0.474,314.53
JAPAN,44457.85,799.61,0.104,0.433,55.6
KENYA,217759.62,795.48,0.509,0.431,273.75
MOZAMBIQUE,259878.2,759.46,0.608,0.411,342.19
GHANA,182404.27,694.53,0.427,0.376,262.63
ALGERIA,122718.43,566.4,0.287,0.307,216.66
ISRAEL,67935.57,515.79,0.159,0.279,131.71
MALDIVES,222899.3,496.17,0.521,0.269,449.24
TANZANIA REP,114174.02,489.18,0.267,0.265,233.4
SPAIN,44812.84,488.65,0.105,0.264,91.71
CONGO D. REP.,109695.44,483.95,0.257,0.262,226.67
FRANCE,35320.11,460.13,0.083,0.249,76.76
NIGERIA,56800.37,419.88,0.133,0.227,135.28
CONGO P REP,107386.5,410.9,0.251,0.222,261.34
MAURITIUS,59610.15,410.28,0.139,0.222,145.29
NIGER,133871.87,406.42,0.313,0.22,329.39
NORWAY,141744.94,390.03,0.331,0.211,363.42
SIERRA LEONE,135169.01,375.92,0.316,0.203,359.57
BELGIUM,47505.22,371.94,0.111,0.201,127.72
ETHIOPIA,120383.76,351.56,0.282,0.19,342.43
ITALY,35884.29,347.78,0.084,0.188,103.18
TURKEY,31524.99,340.23,0.074,0.184,92.66
LEBANON,29802.45,330.69,0.07,0.179,90.12
MYANMAR,43431.89,311.58,0.102,0.169,139.39
NEW ZEALAND,29163.91,302.43,0.068,0.164,96.43
CAMBODIA,18114.23,287.62,0.042,0.156,62.98
SUDAN,69439.28,278.93,0.162,0.151,248.95
AFGHANISTAN TIS,48293.77,278.28,0.113,0.151,173.54
BRAZIL,14563.55,253.96,0.034,0.137,57.35
GAMBIA,97558.5,244.06,0.228,0.132,399.73
UKRAINE,38042.62,237.63,0.089,0.129,160.09
MOROCCO,36159.44,235.74,0.085,0.128,153.39
POLAND,17215.63,219.93,0.04,0.119,78.28
VENEZUELA,62557.37,197.97,0.146,0.107,315.99
TAIWAN,40180.36,196.99,0.094,0.107,203.97
BURKINA FASO,61817.25,189.82,0.145,0.103,325.66
GEORGIA,13992.69,169.43,0.033,0.092,82.59
PAPUA N GNA,61062.19,161.93,0.143,0.088,377.09
HAITI,14999.62,160.98,0.035,0.087,93.18
SWITZERLAND,8836.05,135.26,0.021,0.073,65.33
TIMOR-LESTE,49767.35,133.52,0.116,0.072,372.73
LIBYA,25910.14,133.0,0.061,0.072,194.81
RWANDA,23554.85,117.23,0.055,0.063,200.93
SYRIA,19092.36,109.43,0.045,0.059,174.47
REUNION,17959.35,104.25,0.042,0.056,172.27
GREECE,7591.41,95.9,0.018,0.052,79.16
TURKMENISTAN,6493.32,95.87,0.015,0.052,67.73
MEXICO,7857.41,94.92,0.018,0.051,82.78
UZBEKISTAN,12905.74,90.46,0.03,0.049,142.67
SWEDEN,8657.73,89.14,0.02,0.048,97.13
MALI,23872.53,87.8,0.056,0.048,271.9
DENMARK,8635.95,86.93,0.02,0.047,99.34
PAKISTAN IR,10382.06,79.04,0.024,0.043,131.35
COMOROS,9676.15,78.37,0.023,0.042,123.47
MAURITANIA,10882.78,76.79,0.025,0.042,141.72
SEYCHELLES,13591.68,75.69,0.032,0.041,179.57
UGANDA,10029.53,74.31,0.023,0.04,134.97
CHILE,8413.27,74.27,0.02,0.04,113.28
IRELAND,8460.03,73.26,0.02,0.04,115.48
BELARUS,31003.58,71.79,0.072,0.039,431.86
SLOVENIA,4474.02,68.78,0.01,0.037,65.05
GABON,6338.74,68.65,0.015,0.037,92.33
FIJI IS,12627.07,55.53,0.03,0.03,227.39
PUERTO RICO,22062.81,52.77,0.052,0.029,418.09
CHAD,7248.3,51.44,0.017,0.028,140.91
PORTUGAL,6248.86,49.36,0.015,0.027,126.6
ARGENTINA,3938.79,47.16,0.009,0.026,83.52
AZERBAIJAN,6333.54,44.33,0.015,0.024,142.87
BRUNEI,7073.86,42.35,0.017,0.023,167.03
EQUTL GUINEA,8060.52,41.47,0.019,0.022,194.37
LITHUANIA,7028.22,41.19,0.016,0.022,170.63
ROMANIA,1702.15,40.34,0.004,0.022,42.2
SOUTH SUDAN,4679.19,36.66,0.011,0.02,127.64
NAMIBIA,7655.11,34.19,0.018,0.019,223.9
COLOMBIA,3150.75,33.86,0.007,0.018,93.05
FINLAND,2628.54,33.44,0.006,0.018,78.6
CROATIA,5183.88,32.68,0.012,0.018,158.63
DOMINIC REP,2987.96,30.92,0.007,0.017,96.64
ARMENIA,1892.26,29.61,0.004,0.016,63.91
LATVIA,2387.97,27.23,0.006,0.015,87.7
ZAMBIA,2947.55,26.41,0.007,0.014,111.61
TUNISIA,6000.0,25.57,0.014,0.014,234.65
PERU,986.07,25.5,0.002,0.014,38.67
CYPRUS,2379.46,24.89,0.006,0.013,95.6
BULGARIA,3869.75,23.65,0.009,0.013,163.63
GUATEMALA,1382.45,23.2,0.003,0.013,59.59
KAZAKHSTAN,1435.69,22.91,0.003,0.012,62.67
HUNGARY,1918.06,21.92,0.004,0.012,87.5
TRINIDAD,1421.95,21.4,0.003,0.012,66.45
BURUNDI,4098.33,20.75,0.01,0.011,197.51
AUSTRIA,1248.1,18.68,0.003,0.01,66.81
CAPE VERDE IS,5465.98,16.64,0.013,0.009,328.48
CZECH REPUBLIC,1160.4,16.53,0.003,0.009,70.2
ECUADOR,802.11,15.01,0.002,0.008,53.44
SERBIA,1566.99,13.21,0.004,0.007,118.62
MONGOLIA,923.22,12.52,0.002,0.007,73.74
JAMAICA,1320.05,11.55,0.003,0.006,114.29
PANAMA REPUBLIC,864.54,11.24,0.002,0.006,76.92
ZIMBABWE,1520.27,7.52,0.004,0.004,202.16
ALBANIA,906.77,7.37,0.002,0.004,123.04
MALAWI,1467.3,7.19,0.003,0.004,204.08
SURINAME,576.37,6.98,0.001,0.004,82.57
UNSPECIFIED,795.61,6.84,0.002,0.004,116.32
C AFRI REP,1595.2,6.53,0.004,0.004,244.29
COSTA RICA,729.19,6.37,0.002,0.003,114.47
ESTONIA,861.5,6.34,0.002,0.003,135.88
PARAGUAY,193.28,6.09,0.0,0.003,31.74
BOTSWANA,693.77,6.07,0.002,0.003,114.29
GUINEA BISSAU,1264.3,5.82,0.003,0.003,217.23
ERITREA,901.78,5.62,0.002,0.003,160.46
GUYANA,350.78,5.09,0.001,0.003,68.92
MALTA,620.78,5.03,0.001,0.003,123.42
NETHERLANDANTIL,455.63,4.77,0.001,0.003,95.52
SLOVAK REP,213.53,4.67,0.0,0.003,45.72
EL SALVADOR,422.65,4.22,0.001,0.002,100.15
SAO TOME,1088.88,3.71,0.003,0.002,293.5
KYRGHYZSTAN,219.16,3.69,0.001,0.002,59.39
HONDURAS,221.73,3.6,0.001,0.002,61.59
SERBIA MONTNGRO,971.47,3.36,0.002,0.002,289.13
TAJIKISTAN,449.94,2.88,0.001,0.002,156.23
FR POLYNESIA,298.67,2.87,0.001,0.002,104.07
SAMOA,269.75,2.56,0.001,0.001,105.37
MAYOTTE,683.44,2.39,0.002,0.001,285.96
MOLDOVA,381.81,2.12,0.001,0.001,180.1
URUGUAY,162.96,2.07,0.0,0.001,78.72
NICARAGUA,152.27,1.96,0.0,0.001,77.69
SOLOMON ISLANDS,222.39,1.91,0.001,0.001,116.43
BARBADOS,254.22,1.65,0.001,0.001,154.07
TONGA,472.55,1.53,0.001,0.001,308.86
LAO PD RP,419.03,1.47,0.001,0.001,285.05
MACEDONIA,132.2,1.31,0.0,0.001,100.92
BOSNIA-HRZGOVIN,154.54,1.21,0.0,0.001,127.72
VANUATU,84.89,0.98,0.0,0.001,86.62
DOMINICA,142.76,0.92,0.0,0.0,155.17
Eswatini,36.25,0.9,0.0,0.0,40.28
NORFOLK ISLANDS,44.3,0.68,0.0,0.0,65.15
BOLIVIA,45.78,0.59,0.0,0.0,77.59
BELIZE,69.66,0.56,0.0,0.0,124.39
CUBA,28.73,0.53,0.0,0.0,54.21
CAYMAN IS,54.17,0.51,0.0,0.0,106.22
United States Minor Outlying Islands,0.48,0.51,0.0,0.0,0.94
GUADELOUPE,44.42,0.46,0.0,0.0,96.57
KIRIBATI REPUBLIC,75.6,0.42,0.0,0.0,180.0
ST LUCIA,1.58,0.27,0.0,0.0,5.85
BAHAMAS,31.7,0.23,0.0,0.0,137.83
LUXEMBOURG,18.53,0.2,0.0,0.0,92.65
AMERI SAMOA,17.37,0.17,0.0,0.0,102.18
ST KITT N A,20.12,0.16,0.0,0.0,125.75
MARTINIQUE,10.98,0.12,0.0,0.0,91.5
LESOTHO,0.68,0.1,0.0,0.0,6.8
NEW CALEDONIA,15.71,0.09,0.0,0.0,174.56
N. MARIANA IS.,12.8,0.05,0.0,0.0,256.0
ST VINCENT,1.04,0.02,0.0,0.0,52.0
BR VIRGN ISLANDS,0.06,0.01,0.0,0.0,6.0
ANTIGUA,0.01,0.01,0.0,0.0,1.0
GRENADA,0.01,0.01,0.0,0.0,1.0
Total,42763856.3,184769.13,100.0,100.0,231.44
