Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
CONGO D. REP.,12.52,0.11,0.0,0.0,113.82
C AFRI REP,25.24,0.11,0.0,0.0,229.45
MOLDOVA,22.64,0.11,0.0,0.0,205.82
MALI,28.6,0.11,0.0,0.0,260.0
SAMOA,21.51,0.09,0.0,0.0,239.0
KIRIBATI REPUBLIC,23.12,0.08,0.0,0.0,289.0
VIRGIN IS US,8.5,0.06,0.0,0.0,141.67
GIBRALTAR,5.0,0.06,0.0,0.0,83.33
CAPE VERDE IS,9.29,0.04,0.0,0.0,232.25
DOMINICA,6.55,0.04,0.0,0.0,163.75
NIUE,10.78,0.04,0.0,0.0,269.5
CUBA,1.13,0.03,0.0,0.0,37.67
BELIZE,2.32,0.02,0.0,0.0,116.0
GRENADA,0.7,0.01,0.0,0.0,70.0
NEW CALEDONIA,0.02,0.01,0.0,0.0,2.0
LUXEMBOURG,0.44,0.01,0.0,0.0,44.0
PARAGUAY,1.0,0.01,0.0,0.0,100.0
Total,12821725.82,35056.42,100.0,100.0,365.75
