Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SAUDI ARAB,950316.55,2451.79,9.27,13.225,387.6
BANGLADESH PR,2070388.27,2034.52,20.197,10.974,1017.63
U ARAB EMTS,1068750.59,1358.21,10.426,7.326,786.88
U S A,281797.44,1248.02,2.749,6.732,225.8
MALAYSIA,413841.82,930.32,4.037,5.018,444.84
U K,186489.17,651.83,1.819,3.516,286.1
KUWAIT,426025.61,622.04,4.156,3.355,684.88
NIGERIA,465796.33,562.15,4.544,3.032,828.6
PHILIPPINES,181186.72,417.49,1.767,2.252,433.99
SOUTH AFRICA,296381.41,394.94,2.891,2.13,750.45
SRI LANKA DSR,344927.66,392.3,3.365,2.116,879.24
NEPAL,411043.25,381.06,4.01,2.055,1078.68
GERMANY,59288.93,340.46,0.578,1.836,174.14
INDONESIA,123379.2,329.99,1.204,1.78,373.89
NETHERLAND,76917.49,313.68,0.75,1.692,245.21
ANGOLA,114362.84,261.5,1.116,1.411,437.33
RUSSIA,140985.71,259.08,1.375,1.397,544.18
YEMEN REPUBLC,106467.51,257.45,1.039,1.389,413.55
COTE D IVOIRE,225364.21,255.34,2.198,1.377,882.6
JORDAN,46279.1,244.77,0.451,1.32,189.07
PAKISTAN IR,136652.59,243.82,1.333,1.315,560.47
CHINA P RP,38638.8,190.38,0.377,1.027,202.96
OMAN,211214.52,183.9,2.06,0.992,1148.53
JAPAN,22468.37,178.84,0.219,0.965,125.63
CANADA,48636.05,177.23,0.474,0.956,274.42
IRAN,41443.32,176.29,0.404,0.951,235.09
BELGIUM,55863.24,169.46,0.545,0.914,329.65
SINGAPORE,87057.43,163.71,0.849,0.883,531.78
SENEGAL,117531.6,150.98,1.147,0.814,778.46
SOMALIA,132726.3,140.4,1.295,0.757,945.34
EGYPT A RP,30893.77,139.89,0.301,0.755,220.84
FRANCE,38915.9,138.3,0.38,0.746,281.39
ITALY,42763.74,117.71,0.417,0.635,363.3
SPAIN,32295.55,117.56,0.315,0.634,274.72
ALGERIA,19919.19,111.01,0.194,0.599,179.44
AUSTRALIA,27675.71,103.66,0.27,0.559,266.99
BENIN,92034.0,100.82,0.898,0.544,912.85
THAILAND,31678.25,98.04,0.309,0.529,323.12
TOGO,73373.27,97.24,0.716,0.525,754.56
QATAR,98542.19,92.59,0.961,0.499,1064.29
VIETNAM SOC REP,15211.37,89.72,0.148,0.484,169.54
BAHARAIN IS,68189.86,88.57,0.665,0.478,769.9
SUDAN,48057.22,87.56,0.469,0.472,548.85
GEORGIA,15420.74,74.33,0.15,0.401,207.46
MAURITIUS,34999.54,71.28,0.341,0.384,491.01
CONGO P REP,18405.94,68.12,0.18,0.367,270.2
PORTUGAL,23970.43,64.1,0.234,0.346,373.95
MOZAMBIQUE,56789.39,62.71,0.554,0.338,905.59
BHUTAN,36535.58,57.54,0.356,0.31,634.96
AZERBAIJAN,8311.33,48.05,0.081,0.259,172.97
SYRIA,11725.43,46.42,0.114,0.25,252.59
KOREA RP,11882.53,46.27,0.116,0.25,256.81
JAMAICA,21202.01,46.18,0.207,0.249,459.12
DENMARK,7121.52,44.87,0.069,0.242,158.71
GUINEA,35623.04,43.23,0.348,0.233,824.04
MOROCCO,4510.21,41.62,0.044,0.224,108.37
MALDIVES,41488.37,41.05,0.405,0.221,1010.68
GHANA,14340.39,40.63,0.14,0.219,352.95
HONG KONG,10868.81,39.71,0.106,0.214,273.7
GREECE,13601.49,38.98,0.133,0.21,348.94
UKRAINE,14374.68,37.37,0.14,0.202,384.66
GABON,7539.28,35.2,0.074,0.19,214.18
AFGHANISTAN TIS,6424.23,35.03,0.063,0.189,183.39
ISRAEL,9704.81,33.85,0.095,0.183,286.7
DJIBOUTI,27842.81,33.11,0.272,0.179,840.92
TAIWAN,7191.81,28.65,0.07,0.155,251.02
LIBYA,19253.99,27.95,0.188,0.151,688.87
LIBERIA,75205.04,27.45,0.734,0.148,2739.71
TURKEY,5420.9,26.74,0.053,0.144,202.73
SWITZERLAND,4748.0,26.63,0.046,0.144,178.3
TANZANIA REP,18237.58,26.33,0.178,0.142,692.65
MADAGASCAR,17046.06,25.18,0.166,0.136,676.97
NEW ZEALAND,6052.95,21.97,0.059,0.119,275.51
MYANMAR,13139.73,21.83,0.128,0.118,601.91
SEYCHELLES,12824.38,21.45,0.125,0.116,597.87
CAMEROON,13957.65,21.08,0.136,0.114,662.13
LEBANON,5837.46,20.05,0.057,0.108,291.15
UNSPECIFIED,15457.54,18.39,0.151,0.099,840.54
SWEDEN,5088.77,16.81,0.05,0.091,302.72
KENYA,11086.75,15.63,0.108,0.084,709.33
BRAZIL,2939.98,14.58,0.029,0.079,201.64
UZBEKISTAN,2851.13,14.31,0.028,0.077,199.24
POLAND,2316.72,14.26,0.023,0.077,162.46
MEXICO,2771.38,12.83,0.027,0.069,216.01
ESTONIA,7346.48,12.23,0.072,0.066,600.69
REUNION,6599.38,11.57,0.064,0.062,570.39
TUNISIA,2760.5,10.45,0.027,0.056,264.16
SIERRA LEONE,5862.45,9.29,0.057,0.05,631.05
IRAQ,1952.58,8.78,0.019,0.047,222.39
ERITREA,5493.23,8.69,0.054,0.047,632.13
FINLAND,1413.18,8.51,0.014,0.046,166.06
AUSTRIA,1058.93,8.2,0.01,0.044,129.14
ARGENTINA,1286.27,6.74,0.013,0.036,190.84
ETHIOPIA,1171.07,6.71,0.011,0.036,174.53
BRUNEI,2918.02,6.7,0.028,0.036,435.53
ARMENIA,1783.68,6.41,0.017,0.035,278.27
CHILE,1512.59,6.05,0.015,0.033,250.01
GAMBIA,5061.4,5.79,0.049,0.031,874.16
COLOMBIA,858.89,5.33,0.008,0.029,161.14
NAMIBIA,1069.05,5.25,0.01,0.028,203.63
NORWAY,1049.99,4.61,0.01,0.025,227.76
CYPRUS,1057.43,4.34,0.01,0.023,243.65
LITHUANIA,2412.97,3.99,0.024,0.022,604.75
ROMANIA,1442.16,3.91,0.014,0.021,368.84
LATVIA,1478.82,3.9,0.014,0.021,379.18
BURKINA FASO,993.6,3.78,0.01,0.02,262.86
COMOROS,847.93,3.76,0.008,0.02,225.51
EQUTL GUINEA,784.0,3.75,0.008,0.02,209.07
GUATEMALA,619.32,3.69,0.006,0.02,167.84
UGANDA,1174.38,3.68,0.011,0.02,319.12
ALBANIA,535.37,2.91,0.005,0.016,183.98
PARAGUAY,479.0,2.69,0.005,0.015,178.07
KOREA DP RP,1173.26,2.56,0.011,0.014,458.3
ST HELENA,931.52,2.54,0.009,0.014,366.74
TRINIDAD,596.33,2.42,0.006,0.013,246.42
IRELAND,583.3,2.41,0.006,0.013,242.03
FIJI IS,717.36,2.29,0.007,0.012,313.26
PANAMA REPUBLIC,318.28,2.24,0.003,0.012,142.09
SLOVENIA,232.64,2.1,0.002,0.011,110.78
BAHAMAS,393.24,2.08,0.004,0.011,189.06
BULGARIA,800.8,2.0,0.008,0.011,400.4
BOTSWANA,503.33,1.68,0.005,0.009,299.6
VENEZUELA,305.23,1.66,0.003,0.009,183.87
MALAWI,1236.21,1.66,0.012,0.009,744.7
CZECH REPUBLIC,203.58,1.28,0.002,0.007,159.05
ZAMBIA,273.07,1.27,0.003,0.007,215.02
HUNGARY,215.26,1.25,0.002,0.007,172.21
NIGER,326.18,1.21,0.003,0.007,269.57
BARBADOS,201.44,1.09,0.002,0.006,184.81
TAJIKISTAN,205.67,1.09,0.002,0.006,188.69
CAMBODIA,648.06,0.92,0.006,0.005,704.41
SERBIA,60.25,0.91,0.001,0.005,66.21
NETHERLANDANTIL,216.57,0.88,0.002,0.005,246.1
MAURITANIA,122.5,0.87,0.001,0.005,140.8
KAZAKHSTAN,132.71,0.85,0.001,0.005,156.13
PERU,171.73,0.83,0.002,0.004,206.9
DOMINIC REP,186.39,0.8,0.002,0.004,232.99
MALI,81.01,0.78,0.001,0.004,103.86
FR POLYNESIA,170.0,0.72,0.002,0.004,236.11
PUERTO RICO,113.04,0.69,0.001,0.004,163.83
BELARUS,349.92,0.68,0.003,0.004,514.59
ECUADOR,100.81,0.63,0.001,0.003,160.02
MALTA,147.02,0.62,0.001,0.003,237.13
ZIMBABWE,84.6,0.6,0.001,0.003,141.0
CANARY ISLAND,746.0,0.6,0.007,0.003,1243.33
CROATIA,254.34,0.56,0.002,0.003,454.18
MARTINIQUE,150.6,0.52,0.001,0.003,289.62
CHAD,155.86,0.45,0.002,0.002,346.36
ICELAND,270.45,0.44,0.003,0.002,614.66
COSTA RICA,75.62,0.43,0.001,0.002,175.86
URUGUAY,24.9,0.42,0.0,0.002,59.29
RWANDA,35.66,0.41,0.0,0.002,86.98
Eswatini,35.44,0.37,0.0,0.002,95.78
TURKMENISTAN,62.44,0.32,0.001,0.002,195.12
PAPUA N GNA,79.66,0.31,0.001,0.002,256.97
BOSNIA-HRZGOVIN,87.08,0.31,0.001,0.002,280.9
MONGOLIA,24.5,0.25,0.0,0.001,98.0
BOLIVIA,7.3,0.24,0.0,0.001,30.42
SURINAME,23.13,0.22,0.0,0.001,105.14
BELIZE,47.63,0.17,0.0,0.001,280.18
SLOVAK REP,18.9,0.15,0.0,0.001,126.0
CUBA,30.0,0.15,0.0,0.001,200.0
GUADELOUPE,64.0,0.14,0.001,0.001,457.14
MACAO,19.92,0.09,0.0,0.0,221.33
AMERI SAMOA,14.43,0.09,0.0,0.0,160.33
HAITI,14.0,0.09,0.0,0.0,155.56
CHRISTMAS IS.,24.0,0.08,0.0,0.0,300.0
BURUNDI,12.6,0.07,0.0,0.0,180.0
SAO TOME,20.0,0.07,0.0,0.0,285.71
GUAM,15.97,0.05,0.0,0.0,319.4
KYRGHYZSTAN,6.62,0.04,0.0,0.0,165.5
LUXEMBOURG,11.17,0.03,0.0,0.0,372.33
ST KITT N A,9.18,0.03,0.0,0.0,306.0
GREENLAND,7.2,0.03,0.0,0.0,240.0
VANUATU,22.0,0.03,0.0,0.0,733.33
NEW CALEDONIA,2.0,0.03,0.0,0.0,66.67
GIBRALTAR,5.0,0.03,0.0,0.0,166.67
NICARAGUA,0.1,0.02,0.0,0.0,5.0
MARSHALL ISLAND,1.88,0.02,0.0,0.0,94.0
NORFOLK ISLANDS,9.9,0.01,0.0,0.0,990.0
GUYANA,6.0,0.01,0.0,0.0,600.0
KIRIBATI REPUBLIC,2.5,0.01,0.0,0.0,250.0
MOLDOVA,15.0,0.01,0.0,0.0,1500.0
LAO PD RP,0.08,0.01,0.0,0.0,8.0
FR GUIANA,0.42,0.01,0.0,0.0,42.0
MACEDONIA,0.2,0.01,0.0,0.0,20.0
Total,10251120.09,18539.04,100.0,100.0,552.95
