Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SAUDI ARAB,1542276.22,10648.13,4.803,6.957,144.84
BANGLADESH PR,4672698.64,10298.38,14.552,6.729,453.73
U ARAB EMTS,1472561.08,9187.55,4.586,6.003,160.28
U S A,711027.64,8303.47,2.214,5.425,85.63
HONG KONG,320585.14,6960.7,0.998,4.548,46.06
NEPAL,3040239.07,6945.69,9.468,4.538,437.72
MALAYSIA,1208781.25,6535.19,3.765,4.27,184.96
VIETNAM SOC REP,1159445.03,6315.01,3.611,4.126,183.6
IRAQ,1048760.0,6152.87,3.266,4.02,170.45
IRAN,856206.7,5236.83,2.666,3.422,163.5
INDONESIA,684894.22,5126.58,2.133,3.35,133.6
BENIN,1241532.37,3337.91,3.867,2.181,371.95
U K,362793.68,3188.38,1.13,2.083,113.79
EGYPT A RP,207366.13,3183.69,0.646,2.08,65.13
NETHERLAND,263468.48,2929.82,0.821,1.914,89.93
YEMEN REPUBLC,550415.11,2896.66,1.714,1.893,190.02
SENEGAL,1049371.77,2416.48,3.268,1.579,434.26
QATAR,454879.23,2378.24,1.417,1.554,191.27
OMAN,480123.76,2321.31,1.495,1.517,206.83
TOGO,794991.08,2212.22,2.476,1.445,359.36
KUWAIT,325214.12,2171.2,1.013,1.419,149.79
COTE D IVOIRE,743320.17,2006.46,2.315,1.311,370.46
CHINA P RP,481942.32,1957.05,1.501,1.279,246.26
CANADA,187450.95,1825.22,0.584,1.193,102.7
GUINEA,620659.16,1741.77,1.933,1.138,356.34
RUSSIA,278924.17,1684.83,0.869,1.101,165.55
PHILIPPINES,145175.74,1625.51,0.452,1.062,89.31
AUSTRALIA,157342.26,1615.52,0.49,1.056,97.39
SINGAPORE,207196.42,1418.63,0.645,0.927,146.05
GERMANY,106333.41,1274.33,0.331,0.833,83.44
SRI LANKA DSR,410003.4,1253.32,1.277,0.819,327.13
SOMALIA,420182.25,1198.3,1.309,0.783,350.65
SOUTH AFRICA,306511.34,1113.79,0.955,0.728,275.2
MADAGASCAR,423554.79,981.76,1.319,0.641,431.42
THAILAND,123459.37,978.04,0.384,0.639,126.23
LIBERIA,346531.31,977.66,1.079,0.639,354.45
JORDAN,141428.74,972.23,0.44,0.635,145.47
ALGERIA,182733.32,909.92,0.569,0.595,200.82
DJIBOUTI,354149.43,907.5,1.103,0.593,390.25
BAHARAIN IS,114255.69,795.61,0.356,0.52,143.61
BHUTAN,147006.6,786.83,0.458,0.514,186.83
KENYA,222854.28,743.8,0.694,0.486,299.62
JAPAN,40455.32,732.5,0.126,0.479,55.23
TURKEY,118984.9,727.73,0.371,0.475,163.5
GHANA,140660.03,610.81,0.438,0.399,230.28
CAMEROON,189835.65,584.69,0.591,0.382,324.68
MOZAMBIQUE,207707.4,567.46,0.647,0.371,366.03
ANGOLA,145775.08,544.91,0.454,0.356,267.52
ISRAEL,80563.22,539.57,0.251,0.353,149.31
SPAIN,51592.62,533.6,0.161,0.349,96.69
SUDAN,132237.06,473.94,0.412,0.31,279.02
AFGHANISTAN TIS,111340.38,468.43,0.347,0.306,237.69
MAURITIUS,69152.18,441.66,0.215,0.289,156.57
CONGO D. REP.,97926.04,434.26,0.305,0.284,225.5
FRANCE,38109.3,427.1,0.119,0.279,89.23
NIGERIA,48716.9,417.57,0.152,0.273,116.67
MALDIVES,203629.39,387.26,0.634,0.253,525.82
MYANMAR,19523.58,371.05,0.061,0.242,52.62
ITALY,47081.89,370.98,0.147,0.242,126.91
BELGIUM,52846.89,370.47,0.165,0.242,142.65
KOREA RP,69520.8,362.72,0.217,0.237,191.67
ETHIOPIA,116048.25,357.09,0.361,0.233,324.98
BRAZIL,56111.77,352.55,0.175,0.23,159.16
SIERRA LEONE,106547.93,323.69,0.332,0.211,329.17
TANZANIA REP,84449.61,322.52,0.263,0.211,261.84
NEW ZEALAND,31670.28,307.51,0.099,0.201,102.99
CONGO P REP,69388.34,302.72,0.216,0.198,229.22
BURKINA FASO,95679.92,302.28,0.298,0.198,316.53
UKRAINE,51861.3,293.65,0.162,0.192,176.61
NIGER,85265.28,264.67,0.266,0.173,322.16
CAMBODIA,15489.56,248.8,0.048,0.163,62.26
SYRIA,70456.07,239.51,0.219,0.156,294.17
NORWAY,39816.64,215.51,0.124,0.141,184.76
LEBANON,26217.86,199.6,0.082,0.13,131.35
POLAND,22425.22,192.01,0.07,0.125,116.79
GAMBIA,70000.27,176.23,0.218,0.115,397.21
HAITI,26674.55,170.84,0.083,0.112,156.14
GEORGIA,22997.11,168.79,0.072,0.11,136.25
MOROCCO,30953.7,158.69,0.096,0.104,195.06
RWANDA,39665.0,158.63,0.124,0.104,250.05
AZERBAIJAN,26838.3,155.5,0.084,0.102,172.59
TIMOR-LESTE,52570.94,134.15,0.164,0.088,391.88
VENEZUELA,41043.57,126.74,0.128,0.083,323.84
TAIWAN,17658.16,114.15,0.055,0.075,154.69
GABON,9356.45,108.79,0.029,0.071,86.0
SWITZERLAND,8135.43,106.04,0.025,0.069,76.72
REUNION,18818.03,102.71,0.059,0.067,183.22
UGANDA,23088.49,102.22,0.072,0.067,225.87
GREECE,10978.97,101.13,0.034,0.066,108.56
SWEDEN,9691.03,98.72,0.03,0.065,98.17
PUERTO RICO,32438.01,90.55,0.101,0.059,358.23
CHILE,21825.76,87.51,0.068,0.057,249.41
MAURITANIA,14324.33,83.41,0.045,0.054,171.73
SEYCHELLES,14237.33,72.02,0.044,0.047,197.69
IRELAND,8481.5,71.93,0.026,0.047,117.91
GUINEA BISSAU,31516.8,71.48,0.098,0.047,440.92
LIBYA,12899.52,71.34,0.04,0.047,180.82
DENMARK,7218.06,68.63,0.022,0.045,105.17
LITHUANIA,12419.81,67.17,0.039,0.044,184.9
MEXICO,6861.09,66.07,0.021,0.043,103.85
EQUTL GUINEA,15443.31,65.06,0.048,0.043,237.37
PAPUA N GNA,22563.14,63.79,0.07,0.042,353.71
MALI,13209.58,63.38,0.041,0.041,208.42
SLOVENIA,4669.61,61.83,0.015,0.04,75.52
DOMINIC REP,5702.48,54.49,0.018,0.036,104.65
NAMIBIA,18537.53,54.19,0.058,0.035,342.08
