Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
EL SALVADOR,302.21,1.84,0.001,0.002,164.24
SAO TOME,401.36,1.76,0.002,0.002,228.05
MALTA,241.34,1.7,0.001,0.001,141.96
HONDURAS,191.94,1.7,0.001,0.001,112.91
C AFRI REP,349.0,1.67,0.002,0.001,208.98
CAPE VERDE IS,310.4,1.62,0.001,0.001,191.6
TONGA,321.71,1.61,0.002,0.001,199.82
Eswatini,73.31,1.47,0.0,0.001,49.87
ECUADOR,123.62,1.43,0.001,0.001,86.45
MONGOLIA,221.16,1.25,0.001,0.001,176.93
SAMOA,272.53,1.17,0.001,0.001,232.93
MARTINIQUE,114.43,1.17,0.001,0.001,97.8
BARBADOS,122.38,1.07,0.001,0.001,114.37
CHAD,179.91,1.03,0.001,0.001,174.67
PUERTO RICO,99.02,0.93,0.0,0.001,106.47
KYRGHYZSTAN,87.17,0.83,0.0,0.001,105.02
BAHAMAS,102.94,0.82,0.0,0.001,125.54
SLOVAK REP,64.87,0.8,0.0,0.001,81.09
SOUTH SUDAN,146.2,0.72,0.001,0.001,203.06
NEW CALEDONIA,32.15,0.57,0.0,0.001,56.4
TIMOR-LESTE,113.77,0.34,0.001,0.0,334.62
BELIZE,34.26,0.34,0.0,0.0,100.76
ARUBA,30.18,0.27,0.0,0.0,111.78
CAYMAN IS,34.8,0.25,0.0,0.0,139.2
MACAO,11.06,0.21,0.0,0.0,52.67
DOMINICA,24.37,0.17,0.0,0.0,143.35
ST VINCENT,10.56,0.13,0.0,0.0,81.23
KIRIBATI REPUBLIC,11.8,0.12,0.0,0.0,98.33
MARSHALL ISLAND,4.74,0.07,0.0,0.0,67.71
VANUATU,7.37,0.05,0.0,0.0,147.4
GUAM,0.24,0.02,0.0,0.0,12.0
NAURU,0.03,0.02,0.0,0.0,1.5
ST LUCIA,2.74,0.02,0.0,0.0,137.0
GRENADA,0.08,0.01,0.0,0.0,8.0
LUXEMBOURG,0.43,0.01,0.0,0.0,43.0
AMERI SAMOA,1.53,0.01,0.0,0.0,153.0
Palau,0.01,0.01,0.0,0.0,1.0
FR GUIANA,0.39,0.01,0.0,0.0,39.0
Total,21386735.56,113857.99,100.0,100.0,187.84
