Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
IRAQ,347.3,1.35,0.003,0.01,257.26
LIBERIA,3317.32,1.34,0.028,0.01,2475.61
GAMBIA,1540.0,1.29,0.013,0.009,1193.8
URUGUAY,110.43,1.24,0.001,0.009,89.06
ETHIOPIA,806.54,1.04,0.007,0.007,775.52
BOLIVIA,180.0,0.99,0.002,0.007,181.82
VENEZUELA,140.6,0.83,0.001,0.006,169.4
TRINIDAD,134.77,0.83,0.001,0.006,162.37
FR GUIANA,144.18,0.8,0.001,0.006,180.22
KAZAKHSTAN,69.17,0.78,0.001,0.006,88.68
DOMINICA,225.98,0.76,0.002,0.005,297.34
MALI,190.27,0.73,0.002,0.005,260.64
BURKINA FASO,171.0,0.72,0.001,0.005,237.5
SIERRA LEONE,2755.39,0.72,0.023,0.005,3826.93
JAMAICA,171.21,0.7,0.001,0.005,244.59
BULGARIA,177.15,0.65,0.001,0.005,272.54
BOSNIA-HRZGOVIN,118.03,0.63,0.001,0.004,187.35
MOLDOVA,660.18,0.58,0.006,0.004,1138.24
TAJIKISTAN,132.0,0.57,0.001,0.004,231.58
BAHAMAS,370.3,0.55,0.003,0.004,673.27
EQUTL GUINEA,461.0,0.51,0.004,0.004,903.92
COSTA RICA,127.09,0.51,0.001,0.004,249.2
GUADELOUPE,149.01,0.42,0.001,0.003,354.79
SLOVENIA,68.5,0.38,0.001,0.003,180.26
BARBADOS,65.07,0.38,0.001,0.003,171.24
Eswatini,73.63,0.38,0.001,0.003,193.76
GUINEA BISSAU,102.42,0.34,0.001,0.002,301.24
SLOVAK REP,68.3,0.34,0.001,0.002,200.88
ECUADOR,56.34,0.34,0.0,0.002,165.71
CROATIA,208.65,0.33,0.002,0.002,632.27
COMOROS,115.42,0.32,0.001,0.002,360.69
EL SALVADOR,9.35,0.31,0.0,0.002,30.16
HONDURAS,26.14,0.25,0.0,0.002,104.56
HAITI,57.3,0.23,0.0,0.002,249.13
BOTSWANA,36.65,0.23,0.0,0.002,159.35
PERU,42.23,0.22,0.0,0.002,191.95
BELARUS,21.85,0.22,0.0,0.002,99.32
MACEDONIA,93.02,0.18,0.001,0.001,516.78
PANAMA REPUBLIC,42.4,0.17,0.0,0.001,249.41
CONGO D. REP.,34.95,0.14,0.0,0.001,249.64
SERBIA,8.61,0.14,0.0,0.001,61.5
PAPUA N GNA,29.27,0.13,0.0,0.001,225.15
PANAMA CANAL ZONE,32.28,0.11,0.0,0.001,293.45
MAURITANIA,1312.25,0.1,0.011,0.001,13122.5
KYRGHYZSTAN,76.81,0.1,0.001,0.001,768.1
GUAM,33.54,0.09,0.0,0.001,372.67
SAMOA,35.25,0.09,0.0,0.001,391.67
MACAO,27.63,0.09,0.0,0.001,307.0
MARTINIQUE,17.0,0.09,0.0,0.001,188.89
GRENADA,16.55,0.09,0.0,0.001,183.89
KIRIBATI REPUBLIC,24.37,0.06,0.0,0.0,406.17
SURINAME,5.3,0.06,0.0,0.0,88.33
RWANDA,200.58,0.05,0.002,0.0,4011.6
NEW CALEDONIA,22.06,0.05,0.0,0.0,441.2
ANGUILLA,1.3,0.04,0.0,0.0,32.5
GIBRALTAR,4.3,0.04,0.0,0.0,107.5
NORFOLK ISLANDS,12.0,0.04,0.0,0.0,300.0
BURUNDI,17.01,0.02,0.0,0.0,850.5
ICELAND,2.0,0.02,0.0,0.0,100.0
PARAGUAY,4.48,0.02,0.0,0.0,224.0
VIRGIN IS US,0.05,0.01,0.0,0.0,5.0
EAST TIMOR,0.1,0.01,0.0,0.0,10.0
AMERI SAMOA,4.2,0.01,0.0,0.0,420.0
LIBYA,1.6,0.01,0.0,0.0,160.0
LESOTHO,1.45,0.01,0.0,0.0,145.0
Total,11869426.15,14072.04,100.0,100.0,843.48
