Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
BANGLADESH PR,3709873.56,2625.03,31.256,18.654,1413.27
SAUDI ARAB,694629.64,1468.48,5.852,10.435,473.03
U ARAB EMTS,1005254.17,1113.69,8.469,7.914,902.63
MALAYSIA,695299.08,940.13,5.858,6.681,739.58
U S A,222951.34,821.5,1.878,5.838,271.4
INDONESIA,877397.18,669.56,7.392,4.758,1310.41
U K,156407.81,517.03,1.318,3.674,302.51
SRI LANKA DSR,550181.17,426.68,4.635,3.032,1289.45
YEMEN REPUBLC,534047.0,410.44,4.499,2.917,1301.16
PHILIPPINES,216953.34,367.69,1.828,2.613,590.04
KUWAIT,149537.45,288.18,1.26,2.048,518.9
SOUTH AFRICA,333750.42,283.8,2.812,2.017,1176.01
GERMANY,55907.11,260.18,0.471,1.849,214.88
NEPAL,259698.95,238.75,2.188,1.697,1087.74
NETHERLAND,51417.92,203.4,0.433,1.445,252.79
OMAN,259241.86,201.67,2.184,1.433,1285.48
JORDAN,40637.02,177.95,0.342,1.265,228.36
NIGERIA,170525.44,156.97,1.437,1.115,1086.36
SINGAPORE,92772.74,141.15,0.782,1.003,657.26
FRANCE,44818.96,129.78,0.378,0.922,345.35
ANGOLA,57975.81,126.05,0.488,0.896,459.94
TANZANIA REP,162043.56,115.79,1.365,0.823,1399.46
RUSSIA,114497.74,114.16,0.965,0.811,1002.96
JAPAN,17971.45,106.71,0.151,0.758,168.41
ITALY,36155.49,106.57,0.305,0.757,339.27
KOREA RP,161275.86,106.17,1.359,0.754,1519.03
CANADA,34578.74,101.7,0.291,0.723,340.01
GEORGIA,23642.15,92.53,0.199,0.658,255.51
BAHARAIN IS,78184.77,88.19,0.659,0.627,886.55
VIETNAM SOC REP,117213.01,83.71,0.988,0.595,1400.23
BELGIUM,25506.6,79.16,0.215,0.563,322.22
SPAIN,19206.49,72.73,0.162,0.517,264.08
IRAN,37525.81,67.84,0.316,0.482,553.15
MOZAMBIQUE,86691.62,67.24,0.73,0.478,1289.29
BHUTAN,50458.97,64.45,0.425,0.458,782.92
AUSTRALIA,21911.32,61.72,0.185,0.439,355.01
CHINA P RP,19683.81,56.56,0.166,0.402,348.02
MAURITIUS,31190.77,52.74,0.263,0.375,591.41
MYANMAR,32814.71,48.04,0.276,0.341,683.07
SOMALIA,57516.31,47.07,0.485,0.334,1221.93
QATAR,38050.2,46.24,0.321,0.329,822.88
GABON,34662.9,37.35,0.292,0.265,928.06
KOREA DP RP,46184.33,35.81,0.389,0.254,1289.7
DENMARK,4574.27,35.48,0.039,0.252,128.93
LEBANON,8990.94,34.89,0.076,0.248,257.69
SUDAN,30886.27,34.34,0.26,0.244,899.43
SWITZERLAND,8267.28,33.45,0.07,0.238,247.15
COTE D IVOIRE,31192.51,33.0,0.263,0.235,945.23
HONG KONG,16036.58,32.78,0.135,0.233,489.22
MALDIVES,37899.9,32.39,0.319,0.23,1170.11
TAIWAN,12036.37,28.09,0.101,0.2,428.49
THAILAND,8296.69,26.9,0.07,0.191,308.43
ISRAEL,7031.14,25.97,0.059,0.185,270.74
GHANA,23817.08,25.82,0.201,0.183,922.43
PAKISTAN IR,12256.19,24.54,0.103,0.174,499.44
SWEDEN,8049.91,23.58,0.068,0.168,341.39
CONGO P REP,5719.25,21.39,0.048,0.152,267.38
EGYPT A RP,5150.22,18.9,0.043,0.134,272.5
GREECE,7607.58,18.22,0.064,0.129,417.54
KENYA,16844.8,17.35,0.142,0.123,970.88
POLAND,6596.14,17.21,0.056,0.122,383.27
DJIBOUTI,18736.41,16.39,0.158,0.116,1143.16
FINLAND,1999.55,14.72,0.017,0.105,135.84
UKRAINE,5741.87,14.22,0.048,0.101,403.79
NEW ZEALAND,4150.73,13.68,0.035,0.097,303.42
GUINEA,12644.47,13.4,0.107,0.095,943.62
CAMEROON,15693.07,12.85,0.132,0.091,1221.25
ZAMBIA,3626.98,12.8,0.031,0.091,283.36
MEXICO,3160.88,11.7,0.027,0.083,270.16
TURKEY,2545.59,11.62,0.021,0.083,219.07
PORTUGAL,2724.97,11.1,0.023,0.079,245.49
ERITREA,11939.37,10.62,0.101,0.075,1124.23
AFGHANISTAN TIS,1849.07,10.17,0.016,0.072,181.82
MADAGASCAR,11153.86,10.14,0.094,0.072,1099.99
SEYCHELLES,6537.82,9.99,0.055,0.071,654.44
ZIMBABWE,9331.05,9.62,0.079,0.068,969.96
AUSTRIA,844.92,7.49,0.007,0.053,112.81
SENEGAL,1774.52,7.45,0.015,0.053,238.19
UNSPECIFIED,5482.51,7.35,0.046,0.052,745.92
ESTONIA,4536.31,6.95,0.038,0.049,652.71
BRAZIL,1597.21,6.94,0.013,0.049,230.15
REUNION,5194.23,6.88,0.044,0.049,754.98
ARMENIA,1548.74,6.52,0.013,0.046,237.54
MALTA,1664.02,6.48,0.014,0.046,256.79
SYRIA,1923.95,6.21,0.016,0.044,309.81
MALAWI,5907.95,5.71,0.05,0.041,1034.67
ARGENTINA,1347.44,5.54,0.011,0.039,243.22
AZERBAIJAN,1073.75,5.3,0.009,0.038,202.59
ALGERIA,1064.29,5.2,0.009,0.037,204.67
MOROCCO,1798.27,5.15,0.015,0.037,349.18
BENIN,5003.94,4.81,0.042,0.034,1040.32
NETHERLANDANTIL,898.43,4.41,0.008,0.031,203.73
LATVIA,1536.19,4.17,0.013,0.03,368.39
COLOMBIA,1149.76,4.1,0.01,0.029,280.43
UGANDA,2297.55,3.82,0.019,0.027,601.45
CYPRUS,676.01,3.52,0.006,0.025,192.05
NORWAY,902.61,3.39,0.008,0.024,266.26
LITHUANIA,2156.68,3.32,0.018,0.024,649.6
NAMIBIA,1884.46,3.26,0.016,0.023,578.06
UZBEKISTAN,749.91,3.2,0.006,0.023,234.35
CHILE,671.76,2.93,0.006,0.021,229.27
CZECH REPUBLIC,2155.37,2.89,0.018,0.021,745.8
BRUNEI,1674.91,2.75,0.014,0.02,609.06
TUNISIA,245.06,2.53,0.002,0.018,96.86
NIGER,2113.93,2.37,0.018,0.017,891.95
ALBANIA,491.76,2.29,0.004,0.016,214.74
ROMANIA,598.29,2.24,0.005,0.016,267.09
TOGO,469.63,2.07,0.004,0.015,226.87
HUNGARY,413.45,2.01,0.003,0.014,205.7
ST HELENA,442.95,1.82,0.004,0.013,243.38
PUERTO RICO,428.16,1.8,0.004,0.013,237.87
FIJI IS,469.22,1.78,0.004,0.013,263.61
DOMINIC REP,778.51,1.69,0.007,0.012,460.66
GUATEMALA,312.75,1.65,0.003,0.012,189.55
IRELAND,302.23,1.36,0.003,0.01,222.23
