Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
VIETNAM SOC REP,218.24,0.63,0.006,0.009,346.41
BURKINA FASO,131.65,0.63,0.004,0.009,208.97
ESTONIA,238.63,0.63,0.007,0.009,378.78
IRELAND,104.16,0.62,0.003,0.009,168.0
BAHAMAS,291.17,0.6,0.009,0.008,485.28
UGANDA,151.13,0.56,0.004,0.008,269.87
CONGO D. REP.,69.19,0.53,0.002,0.007,130.55
ETHIOPIA,348.56,0.51,0.01,0.007,683.45
MACEDONIA,176.88,0.5,0.005,0.007,353.76
KAZAKHSTAN,168.85,0.48,0.005,0.007,351.77
FIJI IS,68.79,0.46,0.002,0.006,149.54
MADAGASCAR,95.84,0.46,0.003,0.006,208.35
SOLOMON ISLANDS,638.86,0.42,0.019,0.006,1521.1
GUATEMALA,44.5,0.42,0.001,0.006,105.95
BURUNDI,97.66,0.35,0.003,0.005,279.03
SURINAME,249.0,0.33,0.007,0.005,754.55
CAMEROON,59.55,0.32,0.002,0.004,186.09
MALAWI,68.45,0.27,0.002,0.004,253.52
HONDURAS,70.01,0.27,0.002,0.004,259.3
AFGHANISTAN TIS,20.33,0.27,0.001,0.004,75.3
VENEZUELA,36.69,0.25,0.001,0.003,146.76
ALGERIA,63.73,0.24,0.002,0.003,265.54
LATVIA,199.22,0.24,0.006,0.003,830.08
ROMANIA,89.62,0.24,0.003,0.003,373.42
SERBIA,37.82,0.23,0.001,0.003,164.43
MARTINIQUE,86.7,0.23,0.003,0.003,376.96
LITHUANIA,48.0,0.2,0.001,0.003,240.0
IRAQ,33.03,0.2,0.001,0.003,165.15
TRINIDAD,30.6,0.19,0.001,0.003,161.05
SLOVENIA,26.0,0.18,0.001,0.002,144.44
ZAMBIA,45.38,0.18,0.001,0.002,252.11
DOMINIC REP,41.22,0.17,0.001,0.002,242.47
COMOROS,48.0,0.17,0.001,0.002,282.35
ECUADOR,24.45,0.17,0.001,0.002,143.82
AZERBAIJAN,80.47,0.17,0.002,0.002,473.35
GUADELOUPE,42.13,0.16,0.001,0.002,263.31
MACAO,54.54,0.16,0.002,0.002,340.88
SAMOA,30.71,0.16,0.001,0.002,191.94
AMERI SAMOA,14.04,0.15,0.0,0.002,93.6
MAURITANIA,27.8,0.15,0.001,0.002,185.33
UZBEKISTAN,58.33,0.14,0.002,0.002,416.64
ARMENIA,20.0,0.14,0.001,0.002,142.86
MOLDOVA,82.0,0.12,0.002,0.002,683.33
CANARY ISLAND,26.5,0.1,0.001,0.001,265.0
TURKMENISTAN,56.05,0.09,0.002,0.001,622.78
BENIN,15.24,0.09,0.0,0.001,169.33
Eswatini,22.19,0.09,0.001,0.001,246.56
PARAGUAY,20.96,0.09,0.001,0.001,232.89
GAMBIA,12.98,0.08,0.0,0.001,162.25
TOGO,18.59,0.07,0.001,0.001,265.57
BOTSWANA,15.9,0.06,0.0,0.001,265.0
CHAD,11.51,0.05,0.0,0.001,230.2
SIERRA LEONE,8.15,0.04,0.0,0.001,203.75
PERU,21.1,0.04,0.001,0.001,527.5
ST HELENA,21.48,0.04,0.001,0.001,537.0
ANTIGUA,14.18,0.04,0.0,0.001,354.5
LUXEMBOURG,5.32,0.04,0.0,0.001,133.0
PANAMA REPUBLIC,8.05,0.04,0.0,0.001,201.25
BR VIRGN ISLANDS,5.0,0.04,0.0,0.001,125.0
CROATIA,10.31,0.03,0.0,0.0,343.67
MONTSERRAT,4.8,0.02,0.0,0.0,240.0
GIBRALTAR,5.65,0.02,0.0,0.0,282.5
MONGOLIA,3.16,0.01,0.0,0.0,316.0
TAJIKISTAN,1.35,0.01,0.0,0.0,135.0
JAMAICA,3.55,0.01,0.0,0.0,355.0
CAMBODIA,1.68,0.01,0.0,0.0,168.0
GUYANA,0.9,0.01,0.0,0.0,90.0
BELARUS,1.5,0.01,0.0,0.0,150.0
Total,3395683.38,7281.98,100.0,100.0,466.31
