Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
MALAWI,790.96,5.79,0.003,0.004,136.61
MOLDOVA,1135.61,5.27,0.004,0.004,215.49
GUADELOUPE,723.95,5.06,0.002,0.004,143.07
GUYANA,730.14,5.05,0.002,0.004,144.58
CHAD,956.81,5.04,0.003,0.004,189.84
PANAMA REPUBLIC,209.18,4.35,0.001,0.003,48.09
VENEZUELA,393.51,4.03,0.001,0.003,97.65
BURUNDI,792.0,3.96,0.003,0.003,200.0
PAPUA N GNA,355.96,3.13,0.001,0.002,113.73
SERBIA,383.27,2.84,0.001,0.002,134.95
URUGUAY,157.64,2.71,0.001,0.002,58.17
MONGOLIA,622.38,2.35,0.002,0.002,264.84
COSTA RICA,140.62,2.26,0.0,0.002,62.22
NETHERLANDANTIL,344.88,2.2,0.001,0.002,156.76
HONDURAS,260.99,1.98,0.001,0.001,131.81
FR POLYNESIA,314.0,1.89,0.001,0.001,166.14
SURINAME,364.59,1.88,0.001,0.001,193.93
SAO TOME,326.84,1.79,0.001,0.001,182.59
CAPE VERDE IS,218.55,1.31,0.001,0.001,166.83
CUBA,147.98,1.28,0.0,0.001,115.61
NEW CALEDONIA,78.8,1.25,0.0,0.001,63.04
PUERTO RICO,118.24,1.18,0.0,0.001,100.2
BARBADOS,274.41,1.16,0.001,0.001,236.56
SLOVAK REP,166.32,1.05,0.001,0.001,158.4
MACEDONIA,139.1,0.9,0.0,0.001,154.56
MALTA,203.93,0.82,0.001,0.001,248.7
Eswatini,57.61,0.78,0.0,0.001,73.86
SERBIA MONTNGRO,104.69,0.69,0.0,0.001,151.72
MARTINIQUE,76.96,0.67,0.0,0.0,114.87
EL SALVADOR,149.01,0.65,0.0,0.0,229.25
NICARAGUA,116.24,0.63,0.0,0.0,184.51
KYRGHYZSTAN,50.33,0.6,0.0,0.0,83.88
BELIZE,68.94,0.6,0.0,0.0,114.9
CAYMAN IS,95.45,0.56,0.0,0.0,170.45
SAMOA,76.71,0.53,0.0,0.0,144.74
LIECHTENSTEIN,120.0,0.35,0.0,0.0,342.86
TONGA,46.24,0.35,0.0,0.0,132.11
C AFRI REP,56.26,0.34,0.0,0.0,165.47
ARUBA,62.52,0.34,0.0,0.0,183.88
ICELAND,103.33,0.32,0.0,0.0,322.91
ST VINCENT,27.46,0.22,0.0,0.0,124.82
MACAO,34.47,0.19,0.0,0.0,181.42
VANUATU,48.98,0.17,0.0,0.0,288.12
BOSNIA-HRZGOVIN,31.64,0.16,0.0,0.0,197.75
DOMINICA,22.44,0.12,0.0,0.0,187.0
MONACO,23.39,0.12,0.0,0.0,194.92
KIRIBATI REPUBLIC,17.42,0.12,0.0,0.0,145.17
EAST TIMOR,38.2,0.11,0.0,0.0,347.27
CHANNEL IS,13.9,0.1,0.0,0.0,139.0
ST HELENA,18.2,0.1,0.0,0.0,182.0
MICRONESIA,2.41,0.01,0.0,0.0,241.0
TURKS C IS,3.4,0.01,0.0,0.0,340.0
LUXEMBOURG,0.25,0.01,0.0,0.0,25.0
Total,30001581.21,136921.2,100.0,100.0,219.12
