Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
JAPAN,17225.39,141.8,0.156,0.405,121.48
THAILAND,30513.12,138.45,0.277,0.396,220.39
SUDAN,52108.23,135.49,0.472,0.387,384.59
TAIWAN,116888.08,133.13,1.059,0.38,878.0
SPAIN,29942.58,123.44,0.271,0.353,242.57
MAURITIUS,26588.76,120.62,0.241,0.345,220.43
AFGHANISTAN TIS,378888.24,119.73,3.434,0.342,3164.52
LEBANON,16884.74,108.76,0.153,0.311,155.25
HONG KONG,21260.62,106.86,0.193,0.305,198.96
TURKEY,26727.15,102.45,0.242,0.293,260.88
MALDIVES,81418.68,100.85,0.738,0.288,807.32
ITALY,20384.49,100.22,0.185,0.286,203.4
SOUTH AFRICA,20380.25,100.09,0.185,0.286,203.62
GHANA,16538.85,93.48,0.15,0.267,176.92
GEORGIA,10689.89,82.56,0.097,0.236,129.48
ALGERIA,15473.48,79.7,0.14,0.228,194.15
SENEGAL,7585.66,68.02,0.069,0.194,111.52
ISRAEL,10053.26,57.47,0.091,0.164,174.93
GABON,6027.43,54.71,0.055,0.156,110.17
KOREA RP,7578.99,52.12,0.069,0.149,145.41
ARMENIA,4707.72,51.34,0.043,0.147,91.7
UKRAINE,10675.63,48.82,0.097,0.139,218.67
COTE D IVOIRE,11914.25,47.95,0.108,0.137,248.47
DENMARK,5450.68,45.42,0.049,0.13,120.01
BHUTAN,17483.4,42.08,0.158,0.12,415.48
NEW ZEALAND,8260.46,39.43,0.075,0.113,209.5
MOZAMBIQUE,12528.67,36.43,0.114,0.104,343.91
BENIN,9718.07,35.75,0.088,0.102,271.83
NIGERIA,7807.93,35.42,0.071,0.101,220.44
SEYCHELLES,10927.14,34.58,0.099,0.099,316.0
BRAZIL,5002.05,33.73,0.045,0.096,148.3
AZERBAIJAN,2884.25,32.93,0.026,0.094,87.59
SWITZERLAND,3904.08,29.6,0.035,0.085,131.89
TAJIKISTAN,28902.19,29.4,0.262,0.084,983.07
LIBYA,5768.17,28.67,0.052,0.082,201.19
POLAND,3552.67,28.18,0.032,0.081,126.07
DJIBOUTI,5786.82,27.1,0.052,0.077,213.54
TOGO,4871.18,25.9,0.044,0.074,188.08
TANZANIA REP,6410.91,25.49,0.058,0.073,251.51
ESTONIA,10847.0,25.19,0.098,0.072,430.61
LIBERIA,66651.74,24.86,0.604,0.071,2681.08
BRUNEI,6008.92,23.84,0.054,0.068,252.05
UGANDA,5165.27,23.6,0.047,0.067,218.87
COMOROS,4750.26,22.38,0.043,0.064,212.25
MOROCCO,2428.99,20.56,0.022,0.059,118.14
GREECE,4802.17,19.23,0.044,0.055,249.72
TUNISIA,4599.25,19.21,0.042,0.055,239.42
PORTUGAL,3784.92,19.21,0.034,0.055,197.03
KOREA DP RP,17896.93,18.46,0.162,0.053,969.5
SIERRA LEONE,41072.44,18.29,0.372,0.052,2245.62
FINLAND,1669.82,18.25,0.015,0.052,91.5
SOMALIA,17294.83,17.94,0.157,0.051,964.04
ETHIOPIA,816.95,17.82,0.007,0.051,45.84
GUINEA,4155.36,17.32,0.038,0.049,239.92
SWEDEN,2400.42,16.27,0.022,0.046,147.54
MYANMAR,1423.18,16.11,0.013,0.046,88.34
MEXICO,3059.44,16.1,0.028,0.046,190.03
HAITI,4427.08,15.26,0.04,0.044,290.11
KAZAKHSTAN,3059.81,15.05,0.028,0.043,203.31
NORWAY,2279.55,14.59,0.021,0.042,156.24
ERITREA,3787.96,13.14,0.034,0.038,288.28
REUNION,5526.81,12.99,0.05,0.037,425.47
EQUTL GUINEA,1351.81,12.78,0.012,0.037,105.78
BURKINA FASO,2624.06,12.28,0.024,0.035,213.69
CONGO D. REP.,1402.28,12.21,0.013,0.035,114.85
MADAGASCAR,3497.66,11.36,0.032,0.032,307.89
CAMEROON,3817.07,11.09,0.035,0.032,344.19
GAMBIA,10582.58,9.95,0.096,0.028,1063.58
MAURITANIA,2008.65,9.69,0.018,0.028,207.29
NAMIBIA,1399.04,9.55,0.013,0.027,146.5
SERBIA,2038.64,9.46,0.018,0.027,215.5
ROMANIA,984.22,9.12,0.009,0.026,107.92
COLOMBIA,794.74,8.49,0.007,0.024,93.61
LITHUANIA,2236.57,8.05,0.02,0.023,277.83
ALBANIA,842.59,7.99,0.008,0.023,105.46
IRELAND,1596.32,7.87,0.014,0.022,202.84
CHILE,1801.41,7.47,0.016,0.021,241.15
ARGENTINA,1155.13,7.43,0.01,0.021,155.47
CYPRUS,1154.19,7.3,0.01,0.021,158.11
CZECH REPUBLIC,2338.83,6.94,0.021,0.02,337.01
MALTA,3555.22,6.83,0.032,0.02,520.53
TURKMENISTAN,3209.02,6.38,0.029,0.018,502.98
AUSTRIA,690.73,5.6,0.006,0.016,123.34
NIGER,925.61,4.59,0.008,0.013,201.66
GUATEMALA,540.24,4.45,0.005,0.013,121.4
MALAWI,1118.96,3.79,0.01,0.011,295.24
BULGARIA,1106.15,3.24,0.01,0.009,341.4
UZBEKISTAN,586.59,3.19,0.005,0.009,183.88
TRINIDAD,760.13,3.07,0.007,0.009,247.6
CROATIA,1021.38,3.06,0.009,0.009,333.78
DOMINIC REP,446.88,2.68,0.004,0.008,166.75
HUNGARY,244.07,2.49,0.002,0.007,98.02
BOTSWANA,603.53,2.48,0.005,0.007,243.36
Eswatini,134.89,2.46,0.001,0.007,54.83
LATVIA,674.37,2.32,0.006,0.007,290.68
FIJI IS,382.47,2.05,0.003,0.006,186.57
VENEZUELA,277.3,1.9,0.003,0.005,145.95
SLOVENIA,196.69,1.65,0.002,0.005,119.21
ZAMBIA,257.61,1.61,0.002,0.005,160.01
URUGUAY,104.12,1.52,0.001,0.004,68.5
BELARUS,334.41,1.52,0.003,0.004,220.01
COSTA RICA,218.56,1.5,0.002,0.004,145.71
PERU,190.93,1.18,0.002,0.003,161.81
SAO TOME,598.1,1.1,0.005,0.003,543.73
FR POLYNESIA,225.45,0.99,0.002,0.003,227.73
CHAD,154.77,0.92,0.001,0.003,168.23
NETHERLANDANTIL,182.54,0.8,0.002,0.002,228.18
MARTINIQUE,138.35,0.74,0.001,0.002,186.96
ECUADOR,74.58,0.62,0.001,0.002,120.29
PANAMA REPUBLIC,104.95,0.59,0.001,0.002,177.88
CAMBODIA,82.91,0.59,0.001,0.002,140.53
BARBADOS,80.33,0.58,0.001,0.002,138.5
ZIMBABWE,84.18,0.43,0.001,0.001,195.77
ANTIGUA,56.15,0.42,0.001,0.001,133.69
MONGOLIA,173.1,0.37,0.002,0.001,467.84
BAHAMAS,28.9,0.37,0.0,0.001,78.11
PAPUA N GNA,70.92,0.34,0.001,0.001,208.59
MALI,56.43,0.33,0.001,0.001,171.0
GUYANA,72.87,0.32,0.001,0.001,227.72
HONDURAS,42.87,0.3,0.0,0.001,142.9
BURUNDI,24.98,0.25,0.0,0.001,99.92
NICARAGUA,38.66,0.22,0.0,0.001,175.73
TONGA,109.69,0.22,0.001,0.001,498.59
SURINAME,57.74,0.21,0.001,0.001,274.95
SLOVAK REP,15.66,0.17,0.0,0.0,92.12
MOLDOVA,40.32,0.15,0.0,0.0,268.8
C AFRI REP,1.6,0.15,0.0,0.0,10.67
PARAGUAY,27.69,0.15,0.0,0.0,184.6
KYRGHYZSTAN,20.25,0.15,0.0,0.0,135.0
NORFOLK ISLANDS,18.92,0.11,0.0,0.0,172.0
JAMAICA,18.44,0.09,0.0,0.0,204.89
BOLIVIA,11.06,0.08,0.0,0.0,138.25
PUERTO RICO,3.81,0.07,0.0,0.0,54.43
MACAO,33.0,0.06,0.0,0.0,550.0
COOK IS,20.0,0.06,0.0,0.0,333.33
BOSNIA-HRZGOVIN,15.02,0.05,0.0,0.0,300.4
SAMOA,7.97,0.04,0.0,0.0,199.25
ICELAND,25.0,0.03,0.0,0.0,833.33
RWANDA,1.43,0.03,0.0,0.0,47.67
BELIZE,1.28,0.02,0.0,0.0,64.0
GUAM,1.84,0.01,0.0,0.0,184.0
EL SALVADOR,0.05,0.01,0.0,0.0,5.0
TURKS C IS,2.66,0.01,0.0,0.0,266.0
DOMINICA,2.38,0.01,0.0,0.0,238.0
Total,11033156.86,34998.55,100.0,100.0,315.25
