Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SAUDI ARAB,303613.89,590.56,20.881,29.056,514.11
U ARAB EMTS,252409.41,315.9,17.36,15.543,799.02
MALAYSIA,125990.48,140.14,8.665,6.895,899.03
U K,46634.67,123.7,3.207,6.086,377.0
U S A,41660.86,102.56,2.865,5.046,406.21
KUWAIT,37004.6,84.33,2.545,4.149,438.81
UNSPECIFIED,104559.1,75.06,7.191,3.693,1393.01
SRI LANKA DSR,92152.09,65.46,6.338,3.221,1407.76
BANGLADESH PR,88853.49,53.39,6.111,2.627,1664.23
SINGAPORE,58847.11,48.0,4.047,2.362,1225.98
GERMANY,19921.27,39.8,1.37,1.958,500.53
NETHERLAND,32144.12,35.46,2.211,1.745,906.49
JAPAN,22176.35,30.85,1.525,1.518,718.84
JORDAN,14924.63,30.6,1.026,1.506,487.73
OMAN,9833.88,29.56,0.676,1.454,332.68
BAHARAIN IS,18544.41,26.58,1.275,1.308,697.68
RUSSIA,6362.62,20.53,0.438,1.01,309.92
FRANCE,5247.29,18.1,0.361,0.891,289.91
YEMEN REPUBLC,8444.83,16.97,0.581,0.835,497.63
ITALY,11646.49,14.81,0.801,0.729,786.39
CANADA,4892.59,14.26,0.336,0.702,343.1
NEPAL,24238.6,13.8,1.667,0.679,1756.42
MOZAMBIQUE,16674.89,11.1,1.147,0.546,1502.24
SPAIN,3017.9,10.0,0.208,0.492,301.79
QATAR,8975.96,9.96,0.617,0.49,901.2
TANZANIA REP,14917.38,9.79,1.026,0.482,1523.74
IRAN,11339.5,9.63,0.78,0.474,1177.52
MAURITIUS,8265.44,8.98,0.568,0.442,920.43
SWITZERLAND,1697.05,7.47,0.117,0.368,227.18
CZECH REPUBLIC,10621.06,7.13,0.73,0.351,1489.63
AUSTRALIA,2569.33,5.39,0.177,0.265,476.68
ANGOLA,5045.0,5.35,0.347,0.263,942.99
HONG KONG,1892.94,5.27,0.13,0.259,359.19
CHINA P RP,2610.71,4.32,0.18,0.213,604.33
PAKISTAN IR,6234.2,3.85,0.429,0.189,1619.27
GREECE,444.72,3.25,0.031,0.16,136.84
EGYPT A RP,777.8,3.16,0.053,0.155,246.14
DENMARK,692.34,2.74,0.048,0.135,252.68
NIGERIA,767.28,2.69,0.053,0.132,285.23
KOREA RP,3174.71,2.64,0.218,0.13,1202.54
CUBA,10000.0,2.5,0.688,0.123,4000.0
BELGIUM,1015.5,2.48,0.07,0.122,409.48
BHUTAN,969.83,2.15,0.067,0.106,451.08
MALDIVES,2158.35,1.93,0.148,0.095,1118.32
PORTUGAL,244.13,1.49,0.017,0.073,163.85
INDONESIA,1131.8,1.48,0.078,0.073,764.73
NORWAY,381.44,1.41,0.026,0.069,270.52
ISRAEL,473.65,1.22,0.033,0.06,388.24
ARGENTINA,508.0,1.06,0.035,0.052,479.25
TURKEY,1063.88,1.02,0.073,0.05,1043.02
SWEDEN,125.71,0.96,0.009,0.047,130.95
PHILIPPINES,395.13,0.87,0.027,0.043,454.17
THAILAND,495.02,0.85,0.034,0.042,582.38
SYRIA,463.0,0.77,0.032,0.038,601.3
KENYA,529.15,0.75,0.036,0.037,705.53
ZAMBIA,471.5,0.74,0.032,0.036,637.16
NEW ZEALAND,167.34,0.62,0.012,0.031,269.9
ROMANIA,139.62,0.62,0.01,0.031,225.19
REUNION,1249.15,0.61,0.086,0.03,2047.79
LEBANON,381.67,0.58,0.026,0.029,658.05
MEXICO,236.0,0.48,0.016,0.024,491.67
POLAND,1.31,0.43,0.0,0.021,3.05
FINLAND,114.88,0.36,0.008,0.018,319.11
SEYCHELLES,303.73,0.35,0.021,0.017,867.8
MALI,57.87,0.26,0.004,0.013,222.58
AUSTRIA,73.81,0.24,0.005,0.012,307.54
GHANA,67.72,0.24,0.005,0.012,282.17
GUINEA BISSAU,77.09,0.21,0.005,0.01,367.1
SIERRA LEONE,64.0,0.19,0.004,0.009,336.84
AFGHANISTAN TIS,29.24,0.18,0.002,0.009,162.44
IRELAND,70.41,0.16,0.005,0.008,440.06
ETHIOPIA,63.4,0.16,0.004,0.008,396.25
HUNGARY,0.14,0.16,0.0,0.008,0.88
MALTA,52.19,0.14,0.004,0.007,372.79
BRAZIL,59.83,0.13,0.004,0.006,460.23
DJIBOUTI,55.71,0.13,0.004,0.006,428.54
BRUNEI,45.94,0.13,0.003,0.006,353.38
UGANDA,40.08,0.1,0.003,0.005,400.8
ESTONIA,23.9,0.09,0.002,0.004,265.56
URUGUAY,37.34,0.09,0.003,0.004,414.89
CYPRUS,18.5,0.08,0.001,0.004,231.25
BAHAMAS,24.44,0.07,0.002,0.003,349.14
ECUADOR,20.0,0.06,0.001,0.003,333.33
JAMAICA,2.84,0.06,0.0,0.003,47.33
CONGO D. REP.,12.5,0.06,0.001,0.003,208.33
BULGARIA,8.46,0.05,0.001,0.002,169.2
GUINEA,14.46,0.05,0.001,0.002,289.2
GUYANA,10.0,0.05,0.001,0.002,200.0
NAURU,3.0,0.04,0.0,0.002,75.0
MOROCCO,13.17,0.04,0.001,0.002,329.25
TOGO,6.0,0.03,0.0,0.001,200.0
BENIN,7.0,0.03,0.0,0.001,233.33
CHILE,5.0,0.03,0.0,0.001,166.67
VIETNAM SOC REP,22.0,0.03,0.002,0.001,733.33
NIGER,11.8,0.03,0.001,0.001,393.33
C AFRI REP,35.89,0.03,0.002,0.001,1196.33
Eswatini,0.2,0.03,0.0,0.001,6.67
LIBYA,18.6,0.03,0.001,0.001,620.0
SOUTH AFRICA,20.05,0.03,0.001,0.001,668.33
LUXEMBOURG,20.0,0.02,0.001,0.001,1000.0
BERMUDA,18.0,0.02,0.001,0.001,900.0
LIBERIA,4.43,0.02,0.0,0.001,221.5
CHAD,14.0,0.02,0.001,0.001,700.0
TUNISIA,0.0,0.01,0.0,0.0,0.0
MALAWI,5.76,0.01,0.0,0.0,576.0
LAO PD RP,8.0,0.01,0.001,0.0,800.0
SUDAN,2.02,0.01,0.0,0.0,202.0
BURUNDI,3.2,0.01,0.0,0.0,320.0
SENEGAL,3.15,0.01,0.0,0.0,315.0
COLOMBIA,0.83,0.01,0.0,0.0,83.0
ICELAND,1.0,0.01,0.0,0.0,100.0
BOTSWANA,0.2,0.01,0.0,0.0,20.0
Total,1453993.95,2032.48,100.0,100.0,715.38
