Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SUDAN,206486.82,475.14,0.761,0.362,434.58
MAURITIUS,73260.21,438.9,0.27,0.334,166.92
JAPAN,37619.97,430.19,0.139,0.328,87.45
ITALY,61673.5,418.9,0.227,0.319,147.23
FRANCE,50807.47,416.86,0.187,0.317,121.88
CAMEROON,143016.61,409.58,0.527,0.312,349.18
GHANA,90536.38,391.67,0.334,0.298,231.15
KENYA,123514.34,383.11,0.455,0.292,322.4
DJIBOUTI,147208.57,347.47,0.543,0.265,423.66
CONGO P REP,35993.19,346.7,0.133,0.264,103.82
LEBANON,31776.6,309.19,0.117,0.235,102.77
TURKMENISTAN,19345.6,302.66,0.071,0.23,63.92
KOREA RP,113442.8,288.74,0.418,0.22,392.89
MADAGASCAR,123538.52,276.39,0.455,0.21,446.97
MALDIVES,126688.84,269.26,0.467,0.205,470.51
SPAIN,49126.04,263.02,0.181,0.2,186.78
SYRIA,35274.86,259.73,0.13,0.198,135.81
ISRAEL,32160.12,243.03,0.119,0.185,132.33
AZERBAIJAN,18987.52,238.65,0.07,0.182,79.56
BHUTAN,30979.03,225.73,0.114,0.172,137.24
UKRAINE,56088.87,223.28,0.207,0.17,251.2
TOGO,51383.4,213.07,0.189,0.162,241.16
TAIWAN,80164.91,192.81,0.295,0.147,415.77
GEORGIA,24670.28,190.77,0.091,0.145,129.32
HONG KONG,21152.13,181.99,0.078,0.139,116.23
ETHIOPIA,72583.04,178.88,0.267,0.136,405.76
LAO PD RP,8613.39,176.99,0.032,0.135,48.67
POLAND,24661.54,174.94,0.091,0.133,140.97
TANZANIA REP,32722.67,167.55,0.121,0.128,195.3
MOZAMBIQUE,51240.49,161.24,0.189,0.123,317.79
SWITZERLAND,9417.17,156.28,0.035,0.119,60.26
NEW ZEALAND,18048.39,141.01,0.067,0.107,127.99
LITHUANIA,34654.61,139.05,0.128,0.106,249.22
UGANDA,23736.54,126.13,0.087,0.096,188.19
SIERRA LEONE,53217.39,124.83,0.196,0.095,426.32
HAITI,14506.38,124.3,0.053,0.095,116.7
AFGHANISTAN TIS,84910.27,115.86,0.313,0.088,732.87
CONGO D. REP.,11336.46,115.58,0.042,0.088,98.08
TUNISIA,29964.38,110.4,0.11,0.084,271.42
NIGER,39730.85,108.1,0.146,0.082,367.54
LIBYA,17647.32,106.9,0.065,0.081,165.08
BRUNEI,22488.33,104.64,0.083,0.08,214.91
BRAZIL,7629.5,104.5,0.028,0.08,73.01
DENMARK,9780.91,100.88,0.036,0.077,96.96
GABON,7211.59,100.04,0.027,0.076,72.09
TAJIKISTAN,5245.01,91.79,0.019,0.07,57.14
SWEDEN,10041.24,91.06,0.037,0.069,110.27
GAMBIA,32877.85,83.72,0.121,0.064,392.71
MYANMAR,24433.58,81.97,0.09,0.062,298.08
REUNION,14824.59,81.13,0.055,0.062,182.73
NAMIBIA,21637.12,78.22,0.08,0.06,276.62
MEXICO,9548.94,69.35,0.035,0.053,137.69
ARMENIA,3129.13,64.34,0.012,0.049,48.63
CHILE,17089.15,60.96,0.063,0.046,280.33
GREECE,12033.23,56.66,0.044,0.043,212.38
MOROCCO,4939.02,56.01,0.018,0.043,88.18
PORTUGAL,11061.7,54.01,0.041,0.041,204.81
ARGENTINA,3294.96,53.86,0.012,0.041,61.18
EQUTL GUINEA,7097.63,52.78,0.026,0.04,134.48
SEYCHELLES,10836.47,51.51,0.04,0.039,210.38
BURKINA FASO,11238.4,50.11,0.041,0.038,224.27
NORWAY,5342.63,47.34,0.02,0.036,112.86
UNSPECIFIED,7303.57,42.23,0.027,0.032,172.95
COMOROS,7467.01,42.02,0.028,0.032,177.7
MAURITANIA,9714.31,37.63,0.036,0.029,258.15
CAMBODIA,15739.13,33.02,0.058,0.025,476.65
UZBEKISTAN,1623.88,31.15,0.006,0.024,52.13
FINLAND,2747.01,25.6,0.01,0.019,107.31
BULGARIA,4594.16,23.68,0.017,0.018,194.01
ROMANIA,3164.96,23.64,0.012,0.018,133.88
LATVIA,3685.02,22.32,0.014,0.017,165.1
RWANDA,4494.33,22.06,0.017,0.017,203.73
DOMINIC REP,3434.28,21.55,0.013,0.016,159.36
KOREA DP RP,5746.4,21.32,0.021,0.016,269.53
IRELAND,2327.72,20.65,0.009,0.016,112.72
ECUADOR,7375.14,20.19,0.027,0.015,365.29
ESTONIA,3270.85,19.72,0.012,0.015,165.86
BELARUS,5094.53,16.92,0.019,0.013,301.1
AUSTRIA,1335.25,16.26,0.005,0.012,82.12
FIJI IS,3341.67,14.53,0.012,0.011,229.98
ZAMBIA,3469.88,14.44,0.013,0.011,240.3
GUINEA BISSAU,4544.45,13.21,0.017,0.01,344.02
CROATIA,1961.66,12.94,0.007,0.01,151.6
COLOMBIA,1042.24,12.92,0.004,0.01,80.67
KAZAKHSTAN,2609.49,12.92,0.01,0.01,201.97
CZECH REPUBLIC,846.12,12.68,0.003,0.01,66.73
SLOVENIA,1163.91,12.08,0.004,0.009,96.35
MALI,3643.62,11.64,0.013,0.009,313.03
TRINIDAD,1482.24,11.59,0.005,0.009,127.89
GUATEMALA,844.99,10.53,0.003,0.008,80.25
ZIMBABWE,3288.59,9.59,0.012,0.007,342.92
CYPRUS,1634.46,9.15,0.006,0.007,178.63
JAMAICA,1733.94,8.96,0.006,0.007,193.52
MOLDOVA,3102.07,8.44,0.011,0.006,367.54
MALAWI,1360.41,8.09,0.005,0.006,168.16
HUNGARY,1039.83,8.06,0.004,0.006,129.01
BOTSWANA,1211.08,7.46,0.004,0.006,162.34
SERBIA,876.28,5.95,0.003,0.005,147.27
CUBA,647.9,5.36,0.002,0.004,120.88
ERITREA,871.65,5.25,0.003,0.004,166.03
BURUNDI,1841.01,5.18,0.007,0.004,355.41
ALBANIA,522.59,4.28,0.002,0.003,122.1
PERU,554.47,4.09,0.002,0.003,135.57
SAO TOME,1238.91,3.95,0.005,0.003,313.65
PAPUA N GNA,424.32,3.25,0.002,0.002,130.56
PANAMA REPUBLIC,216.38,3.25,0.001,0.002,66.58
KYRGHYZSTAN,664.38,3.18,0.002,0.002,208.92
GUADELOUPE,546.81,3.14,0.002,0.002,174.14
VENEZUELA,656.99,3.04,0.002,0.002,216.12
COSTA RICA,299.19,2.78,0.001,0.002,107.62
URUGUAY,237.25,2.72,0.001,0.002,87.22
CHAD,298.99,2.72,0.001,0.002,109.92
GUYANA,312.54,2.54,0.001,0.002,123.05
United States Minor Outlying Islands,1.5,2.5,0.0,0.002,0.6
CAPE VERDE IS,563.52,2.39,0.002,0.002,235.78
MALTA,642.73,2.38,0.002,0.002,270.05
NEW CALEDONIA,103.7,2.31,0.0,0.002,44.89
NETHERLANDANTIL,281.91,2.24,0.001,0.002,125.85
SOLOMON ISLANDS,260.33,2.07,0.001,0.002,125.76
EAST TIMOR,112.25,2.01,0.0,0.002,55.85
FR POLYNESIA,286.5,2.01,0.001,0.002,142.54
MACEDONIA,277.03,1.99,0.001,0.002,139.21
MARTINIQUE,279.36,1.72,0.001,0.001,162.42
MONGOLIA,430.97,1.72,0.002,0.001,250.56
HONDURAS,201.82,1.66,0.001,0.001,121.58
NICARAGUA,185.16,1.61,0.001,0.001,115.01
EL SALVADOR,162.12,1.51,0.001,0.001,107.36
SURINAME,291.57,1.43,0.001,0.001,203.9
Eswatini,209.28,1.28,0.001,0.001,163.5
C AFRI REP,198.03,1.2,0.001,0.001,165.02
SLOVAK REP,83.08,1.16,0.0,0.001,71.62
SERBIA MONTNGRO,176.84,1.07,0.001,0.001,165.27
BOSNIA-HRZGOVIN,121.97,0.96,0.0,0.001,127.05
BAHAMAS,31.5,0.83,0.0,0.001,37.95
SAMOA,101.48,0.82,0.0,0.001,123.76
PUERTO RICO,67.08,0.66,0.0,0.001,101.64
ST LUCIA,310.07,0.61,0.001,0.0,508.31
BELIZE,77.84,0.54,0.0,0.0,144.15
DOMINICA,115.01,0.48,0.0,0.0,239.6
BARBADOS,54.73,0.45,0.0,0.0,121.62
CAYMAN IS,40.0,0.34,0.0,0.0,117.65
TONGA,34.56,0.27,0.0,0.0,128.0
PARAGUAY,28.97,0.27,0.0,0.0,107.3
MACAO,25.0,0.2,0.0,0.0,125.0
ST VINCENT,15.2,0.16,0.0,0.0,95.0
LIECHTENSTEIN,21.0,0.15,0.0,0.0,140.0
GRENADA,50.05,0.13,0.0,0.0,385.0
ARUBA,21.41,0.11,0.0,0.0,194.64
MARSHALL ISLAND,42.0,0.1,0.0,0.0,420.0
MONACO,11.56,0.07,0.0,0.0,165.14
ST HELENA,12.22,0.07,0.0,0.0,174.57
FR GUIANA,3.24,0.06,0.0,0.0,54.0
SAHARWI A.DM.REP.,0.01,0.06,0.0,0.0,0.17
ICELAND,25.08,0.05,0.0,0.0,501.6
KIRIBATI REPUBLIC,22.0,0.05,0.0,0.0,440.0
Antarctica,3.15,0.02,0.0,0.0,157.5
LUXEMBOURG,0.22,0.01,0.0,0.0,22.0
ST. PIERRA & MI,0.69,0.01,0.0,0.0,69.0
Total,27134311.36,131343.05,100.0,100.0,206.59
