Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
VIETNAM SOC REP,1301628.29,15364.17,4.797,11.698,84.72
SAUDI ARAB,1492527.01,11150.24,5.501,8.489,133.86
U S A,762594.53,10913.63,2.81,8.309,69.88
IRAN,1303477.36,7918.87,4.804,6.029,164.6
U ARAB EMTS,1556954.79,7757.06,5.738,5.906,200.71
BANGLADESH PR,3370424.25,6932.13,12.421,5.278,486.2
MALAYSIA,1071162.81,4801.44,3.948,3.656,223.09
INDONESIA,1723737.81,3695.83,6.353,2.814,466.4
NEPAL,1429686.95,3318.42,5.269,2.527,430.83
EGYPT A RP,207016.23,2921.12,0.763,2.224,70.87
THAILAND,185632.48,2911.99,0.684,2.217,63.75
SRI LANKA DSR,1040098.53,2792.75,3.833,2.126,372.43
KUWAIT,324932.13,2737.35,1.197,2.084,118.7
U K,287601.65,2287.87,1.06,1.742,125.71
IRAQ,310909.5,2235.46,1.146,1.702,139.08
YEMEN REPUBLC,472810.97,2103.41,1.742,1.601,224.78
QATAR,302977.61,1951.83,1.117,1.486,155.23
OMAN,662498.64,1780.93,2.442,1.356,372.0
PAKISTAN IR,518596.98,1696.64,1.911,1.292,305.66
PHILIPPINES,254386.5,1635.97,0.938,1.246,155.5
BENIN,612192.02,1622.61,2.256,1.235,377.29
NETHERLAND,171513.4,1578.83,0.632,1.202,108.63
SENEGAL,778885.77,1499.13,2.87,1.141,519.56
ALGERIA,181260.75,1376.35,0.668,1.048,131.7
TURKEY,484999.12,1321.8,1.787,1.006,366.92
SINGAPORE,335320.15,1244.66,1.236,0.948,269.41
NIGERIA,413193.19,1228.63,1.523,0.935,336.3
ANGOLA,166611.63,1207.52,0.614,0.919,137.98
JORDAN,214902.55,1134.95,0.792,0.864,189.35
RUSSIA,204319.8,1105.1,0.753,0.841,184.89
SOUTH AFRICA,380040.54,1087.04,1.401,0.828,349.61
CHINA P RP,137585.68,1079.54,0.507,0.822,127.45
CANADA,132455.92,1047.13,0.488,0.797,126.49
GUINEA,408213.08,993.76,1.504,0.757,410.78
GERMANY,85445.67,924.87,0.315,0.704,92.39
AUSTRALIA,81137.59,741.97,0.299,0.565,109.35
LIBERIA,340982.95,684.59,1.257,0.521,498.08
COTE D IVOIRE,272069.2,670.03,1.003,0.51,406.06
SOMALIA,261990.98,641.2,0.966,0.488,408.59
BAHARAIN IS,105750.05,508.41,0.39,0.387,208.0
BELGIUM,78486.25,496.45,0.289,0.378,158.09
