Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SYRIA,62356.57,331.94,0.209,0.282,187.85
MAURITIUS,67876.66,320.87,0.228,0.273,211.54
MOZAMBIQUE,146036.63,310.07,0.49,0.264,470.98
GEORGIA,35921.23,299.62,0.121,0.255,119.89
JAPAN,21903.13,297.28,0.073,0.253,73.68
SPAIN,65517.44,290.24,0.22,0.247,225.74
SUDAN,124623.48,287.81,0.418,0.245,433.01
KENYA,94538.4,283.07,0.317,0.241,333.98
HONG KONG,50804.03,268.86,0.17,0.229,188.96
MADAGASCAR,114658.35,246.1,0.385,0.209,465.9
TOGO,86432.63,219.92,0.29,0.187,393.02
MALDIVES,126591.97,212.67,0.425,0.181,595.25
SIERRA LEONE,111036.31,201.77,0.373,0.172,550.31
SOMALIA,94490.87,191.23,0.317,0.163,494.12
AFGHANISTAN TIS,220048.46,184.42,0.738,0.157,1193.19
AZERBAIJAN,16224.17,182.38,0.054,0.155,88.96
LEBANON,26592.51,179.44,0.089,0.153,148.2
SWITZERLAND,10133.57,174.84,0.034,0.149,57.96
UKRAINE,31066.27,172.96,0.104,0.147,179.62
ISRAEL,23684.09,155.61,0.079,0.132,152.2
DENMARK,6615.48,128.2,0.022,0.109,51.6
POLAND,16590.73,120.77,0.056,0.103,137.37
BRAZIL,6471.86,114.33,0.022,0.097,56.61
KOREA DP RP,66317.82,112.65,0.223,0.096,588.71
BHUTAN,14635.82,97.9,0.049,0.083,149.5
NEW ZEALAND,16320.18,97.5,0.055,0.083,167.39
UGANDA,21295.31,96.87,0.071,0.082,219.83
HAITI,13887.6,93.71,0.047,0.08,148.2
CONGO D. REP.,20802.27,88.84,0.07,0.076,234.15
SWEDEN,9308.59,85.08,0.031,0.072,109.41
GABON,6465.49,84.7,0.022,0.072,76.33
MEXICO,7130.68,77.86,0.024,0.066,91.58
BRUNEI,10730.08,67.09,0.036,0.057,159.94
ARMENIA,4316.42,67.04,0.014,0.057,64.39
REUNION,17121.23,67.01,0.057,0.057,255.5
LAO PD RP,3859.0,66.13,0.013,0.056,58.35
COMOROS,22737.12,65.9,0.076,0.056,345.02
NIGER,21767.59,63.1,0.073,0.054,344.97
MYANMAR,16711.99,57.95,0.056,0.049,288.39
TUNISIA,11449.08,53.18,0.038,0.045,215.29
GUINEA BISSAU,24555.44,46.25,0.082,0.039,530.93
NAMIBIA,12244.33,44.85,0.041,0.038,273.01
GREECE,11692.83,42.69,0.039,0.036,273.9
PORTUGAL,10059.96,42.46,0.034,0.036,236.93
EQUTL GUINEA,9402.78,41.26,0.032,0.035,227.89
UZBEKISTAN,2603.62,39.65,0.009,0.034,65.67
TAJIKISTAN,2962.54,38.61,0.01,0.033,76.73
SEYCHELLES,8196.89,37.7,0.028,0.032,217.42
GAMBIA,14842.94,37.28,0.05,0.032,398.15
BURKINA FASO,8684.72,36.98,0.029,0.031,234.85
NORWAY,4442.54,36.66,0.015,0.031,121.18
LIBYA,5471.16,36.2,0.018,0.031,151.14
LITHUANIA,7342.46,32.18,0.025,0.027,228.17
CHILE,3666.97,32.1,0.012,0.027,114.24
MAURITANIA,8345.48,30.93,0.028,0.026,269.82
ESTONIA,8437.32,30.21,0.028,0.026,279.29
LATVIA,7676.22,29.12,0.026,0.025,263.61
MOROCCO,2639.17,24.93,0.009,0.021,105.86
ARGENTINA,1358.56,21.66,0.005,0.018,62.72
DOMINIC REP,3471.5,21.61,0.012,0.018,160.64
CHAD,2732.1,20.76,0.009,0.018,131.6
FINLAND,2176.32,19.19,0.007,0.016,113.41
BULGARIA,4070.73,18.1,0.014,0.015,224.9
CAMBODIA,6376.77,15.03,0.021,0.013,424.27
ECUADOR,4826.83,13.89,0.016,0.012,347.5
IRELAND,2253.34,13.74,0.008,0.012,164.0
PERU,3340.66,13.53,0.011,0.012,246.91
TRINIDAD,2467.39,13.46,0.008,0.011,183.31
BELARUS,4330.47,13.34,0.015,0.011,324.62
ROMANIA,1430.69,12.92,0.005,0.011,110.73
AUSTRIA,1468.5,12.65,0.005,0.011,116.09
COLOMBIA,1678.39,12.42,0.006,0.011,135.14
MALAWI,9183.77,11.7,0.031,0.01,784.94
RWANDA,4613.02,11.44,0.015,0.01,403.24
ALBANIA,1082.09,11.03,0.004,0.009,98.1
UNSPECIFIED,3119.61,10.81,0.01,0.009,288.59
ZIMBABWE,4355.24,10.73,0.015,0.009,405.89
FIJI IS,2971.72,10.36,0.01,0.009,286.85
TURKMENISTAN,826.28,10.02,0.003,0.009,82.46
CROATIA,2663.74,9.81,0.009,0.008,271.53
GUATEMALA,933.98,8.74,0.003,0.007,106.86
KAZAKHSTAN,1475.34,7.84,0.005,0.007,188.18
JAMAICA,2555.79,7.82,0.009,0.007,326.83
ERITREA,1498.87,7.29,0.005,0.006,205.61
BURUNDI,2137.11,7.24,0.007,0.006,295.18
CYPRUS,1075.04,6.31,0.004,0.005,170.37
MOLDOVA,585.81,6.16,0.002,0.005,95.1
BOTSWANA,1120.7,5.75,0.004,0.005,194.9
CZECH REPUBLIC,399.56,4.4,0.001,0.004,90.81
GUYANA,725.6,4.34,0.002,0.004,167.19
HUNGARY,152.53,4.02,0.001,0.003,37.94
ZAMBIA,756.97,3.98,0.003,0.003,190.19
PANAMA REPUBLIC,381.79,3.95,0.001,0.003,96.66
VENEZUELA,327.5,3.76,0.001,0.003,87.1
SLOVENIA,345.56,3.67,0.001,0.003,94.16
PAPUA N GNA,434.91,3.48,0.001,0.003,124.97
URUGUAY,114.29,3.31,0.0,0.003,34.53
GUADELOUPE,647.44,3.12,0.002,0.003,207.51
NEW CALEDONIA,112.24,2.91,0.0,0.002,38.57
HONDURAS,567.39,2.79,0.002,0.002,203.37
NETHERLANDANTIL,406.78,2.58,0.001,0.002,157.67
MALI,432.06,2.58,0.001,0.002,167.47
FR POLYNESIA,361.12,1.96,0.001,0.002,184.24
SLOVAK REP,332.33,1.95,0.001,0.002,170.43
Eswatini,266.5,1.9,0.001,0.002,140.26
COSTA RICA,117.07,1.62,0.0,0.001,72.27
MONGOLIA,25.04,1.53,0.0,0.001,16.37
SURINAME,265.74,1.26,0.001,0.001,210.9
KYRGHYZSTAN,58.5,1.09,0.0,0.001,53.67
NICARAGUA,175.78,1.03,0.001,0.001,170.66
SAO TOME,158.93,0.93,0.001,0.001,170.89
CAPE VERDE IS,122.05,0.83,0.0,0.001,147.05
PUERTO RICO,95.63,0.75,0.0,0.001,127.51
CAYMAN IS,138.41,0.65,0.0,0.001,212.94
BARBADOS,77.59,0.6,0.0,0.001,129.32
BOLIVIA,227.25,0.58,0.001,0.0,391.81
SERBIA,67.19,0.56,0.0,0.0,119.98
VANUATU,188.0,0.51,0.001,0.0,368.63
EL SALVADOR,69.36,0.48,0.0,0.0,144.5
CUBA,12.82,0.43,0.0,0.0,29.81
MALTA,151.82,0.41,0.001,0.0,370.29
SAMOA,79.14,0.41,0.0,0.0,193.02
BOSNIA-HRZGOVIN,34.96,0.38,0.0,0.0,92.0
GRENADA,150.07,0.32,0.001,0.0,468.97
MACEDONIA,45.85,0.24,0.0,0.0,191.04
MARTINIQUE,34.27,0.23,0.0,0.0,149.0
FR GUIANA,35.0,0.2,0.0,0.0,175.0
BAHAMAS,13.55,0.18,0.0,0.0,75.28
DOMINICA,30.67,0.16,0.0,0.0,191.69
ST LUCIA,75.0,0.16,0.0,0.0,468.75
TONGA,14.93,0.15,0.0,0.0,99.53
PARAGUAY,19.92,0.15,0.0,0.0,132.8
C AFRI REP,29.92,0.14,0.0,0.0,213.71
MONACO,12.86,0.11,0.0,0.0,116.91
NORFOLK ISLANDS,0.02,0.1,0.0,0.0,0.2
EAST TIMOR,42.0,0.08,0.0,0.0,525.0
SOLOMON ISLANDS,9.59,0.08,0.0,0.0,119.88
KIRIBATI REPUBLIC,10.01,0.08,0.0,0.0,125.12
BELIZE,12.1,0.08,0.0,0.0,151.25
BERMUDA,32.73,0.08,0.0,0.0,409.12
ANTIGUA,11.04,0.06,0.0,0.0,184.0
ST HELENA,11.33,0.05,0.0,0.0,226.6
ICELAND,2.51,0.05,0.0,0.0,50.2
ARUBA,3.24,0.03,0.0,0.0,108.0
MACAO,2.2,0.02,0.0,0.0,110.0
LUXEMBOURG,0.46,0.01,0.0,0.0,46.0
Total,29804695.15,117646.34,100.0,100.0,253.34
