Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
U S A,606401.66,20246.31,2.035,17.209,29.95
VIETNAM SOC REP,1839177.93,8296.87,6.171,7.052,221.67
IRAN,1305455.83,7689.81,4.38,6.536,169.76
SAUDI ARAB,1166927.82,6536.52,3.915,5.556,178.52
U ARAB EMTS,1807534.48,6355.8,6.065,5.402,284.39
MALAYSIA,1737838.44,4948.18,5.831,4.206,351.21
INDONESIA,2375972.05,4905.22,7.972,4.169,484.38
BANGLADESH PR,2589786.45,4275.43,8.689,3.634,605.74
THAILAND,491686.08,2422.09,1.65,2.059,203.0
YEMEN REPUBLC,846255.0,2242.68,2.839,1.906,377.34
NIGERIA,878577.68,2106.76,2.948,1.791,417.03
U K,346358.03,2000.89,1.162,1.701,173.1
KOREA RP,1153096.86,1969.65,3.869,1.674,585.43
EGYPT A RP,182829.59,1833.03,0.613,1.558,99.74
KUWAIT,333324.82,1826.8,1.118,1.553,182.46
PHILIPPINES,429174.77,1753.03,1.44,1.49,244.82
CHINA P RP,110638.96,1721.63,0.371,1.463,64.26
SENEGAL,864596.64,1538.58,2.901,1.308,561.94
NEPAL,856150.8,1496.21,2.873,1.272,572.21
IRAQ,245613.78,1488.73,0.824,1.265,164.98
JORDAN,228993.06,1425.76,0.768,1.212,160.61
BENIN,587496.81,1413.21,1.971,1.201,415.72
OMAN,530114.08,1387.16,1.779,1.179,382.16
NETHERLAND,173142.83,1366.67,0.581,1.162,126.69
COTE D IVOIRE,607861.74,1229.44,2.039,1.045,494.42
ALGERIA,152284.48,1198.22,0.511,1.018,127.09
PAKISTAN IR,457414.36,1171.47,1.535,0.996,390.46
SOUTH AFRICA,463640.08,1160.78,1.556,0.987,399.42
QATAR,277090.13,997.43,0.93,0.848,277.8
CANADA,92687.25,901.78,0.311,0.767,102.78
SINGAPORE,274952.21,901.2,0.923,0.766,305.1
DJIBOUTI,521001.37,890.99,1.748,0.757,584.74
GERMANY,66714.5,849.5,0.224,0.722,78.53
RUSSIA,150784.51,847.14,0.506,0.72,177.99
TAIWAN,484523.02,841.65,1.626,0.715,575.68
ANGOLA,135998.01,827.26,0.456,0.703,164.4
AUSTRALIA,80312.78,769.87,0.269,0.654,104.32
ETHIOPIA,418751.04,726.3,1.405,0.617,576.55
GUINEA,291828.09,624.04,0.979,0.53,467.64
SRI LANKA DSR,237349.81,599.61,0.796,0.51,395.84
CAMEROON,227134.16,518.18,0.762,0.44,438.33
TANZANIA REP,254259.46,507.36,0.853,0.431,501.14
BELGIUM,122115.76,495.63,0.41,0.421,246.38
ITALY,70640.86,473.98,0.237,0.403,149.04
GHANA,111119.03,425.41,0.373,0.362,261.2
LIBERIA,239344.59,397.09,0.803,0.338,602.75
BAHARAIN IS,122168.31,377.81,0.41,0.321,323.36
CONGO P REP,49714.54,364.7,0.167,0.31,136.32
TURKEY,60662.65,355.86,0.204,0.302,170.47
FRANCE,57250.0,332.79,0.192,0.283,172.03
