Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
NEW ZEALAND,26292.95,317.17,0.059,0.144,82.9
NIGER,75504.52,315.26,0.17,0.143,239.5
PAKISTAN IR,68167.85,305.53,0.153,0.138,223.11
GAMBIA,96818.27,297.23,0.218,0.135,325.74
POLAND,21204.16,280.52,0.048,0.127,75.59
ETHIOPIA,67734.14,279.87,0.152,0.127,242.02
MOROCCO,51606.34,259.22,0.116,0.117,199.08
UZBEKISTAN,33243.26,236.87,0.075,0.107,140.34
MYANMAR,20338.34,233.16,0.046,0.106,87.23
TAIWAN,26524.53,220.66,0.06,0.1,120.21
COMOROS,38035.01,215.31,0.086,0.097,176.65
TIMOR-LESTE,79509.52,214.39,0.179,0.097,370.86
BURKINA FASO,57048.16,195.98,0.128,0.089,291.09
MEXICO,14666.67,178.35,0.033,0.081,82.24
RWANDA,34929.93,176.63,0.079,0.08,197.76
CHILE,9310.5,172.34,0.021,0.078,54.02
ROMANIA,22490.93,160.78,0.051,0.073,139.89
DENMARK,11967.32,149.9,0.027,0.068,79.84
PAPUA N GNA,46385.99,137.37,0.104,0.062,337.67
GABON,8487.96,124.75,0.019,0.056,68.04
REUNION,17208.09,117.82,0.039,0.053,146.05
SYRIA,15007.55,115.86,0.034,0.052,129.53
UGANDA,14148.53,114.06,0.032,0.052,124.04
CHAD,15151.58,113.25,0.034,0.051,133.79
GREECE,15833.44,110.96,0.036,0.05,142.7
SWITZERLAND,6331.2,109.78,0.014,0.05,57.67
MAURITANIA,13355.5,107.86,0.03,0.049,123.82
SWEDEN,9010.0,107.16,0.02,0.049,84.08
HAITI,11338.3,107.03,0.026,0.048,105.94
SEYCHELLES,15834.59,104.38,0.036,0.047,151.7
PORTUGAL,10673.44,101.31,0.024,0.046,105.35
BRUNEI,9186.48,97.98,0.021,0.044,93.76
LATVIA,5754.78,88.57,0.013,0.04,64.97
MALI,21772.02,88.02,0.049,0.04,247.35
EQUTL GUINEA,17841.54,84.76,0.04,0.038,210.49
UKRAINE,6638.82,81.42,0.015,0.037,81.54
IRELAND,6468.47,78.15,0.015,0.035,82.77
LITHUANIA,13148.76,77.9,0.03,0.035,168.79
COLOMBIA,8524.88,77.24,0.019,0.035,110.37
DOMINIC REP,6327.57,71.59,0.014,0.032,88.39
SLOVENIA,6168.43,70.27,0.014,0.032,87.78
AZERBAIJAN,6440.31,57.3,0.014,0.026,112.4
TURKMENISTAN,5741.57,54.25,0.013,0.025,105.84
PERU,2892.41,50.24,0.007,0.023,57.57
KAZAKHSTAN,2854.94,49.57,0.006,0.022,57.59
CROATIA,6817.43,45.27,0.015,0.02,150.59
ARMENIA,2599.41,44.78,0.006,0.02,58.05
SOUTH SUDAN,5923.55,41.97,0.013,0.019,141.14
NAMIBIA,11273.45,39.75,0.025,0.018,283.61
FIJI IS,7379.0,39.63,0.017,0.018,186.2
ZIMBABWE,11541.74,39.46,0.026,0.018,292.49
ECUADOR,3211.33,39.32,0.007,0.018,81.67
GUATEMALA,2243.79,36.22,0.005,0.016,61.95
TUNISIA,5871.52,34.65,0.013,0.016,169.45
ARGENTINA,2297.05,33.79,0.005,0.015,67.98
ZAMBIA,2958.63,30.26,0.007,0.014,97.77
GUINEA BISSAU,8162.41,30.05,0.018,0.014,271.63
CYPRUS,1915.83,28.2,0.004,0.013,67.94
MONGOLIA,1907.73,27.91,0.004,0.013,68.35
JAMAICA,1996.61,23.55,0.004,0.011,84.78
KYRGHYZSTAN,1249.61,23.41,0.003,0.011,53.38
BULGARIA,3553.11,23.02,0.008,0.01,154.35
ESTONIA,3140.58,22.46,0.007,0.01,139.83
FINLAND,1555.81,20.3,0.003,0.009,76.64
PANAMA REPUBLIC,1183.49,19.78,0.003,0.009,59.83
AUSTRIA,1033.64,19.21,0.002,0.009,53.81
HUNGARY,1932.93,18.74,0.004,0.008,103.14
TRINIDAD,1210.32,16.65,0.003,0.008,72.69
C AFRI REP,3426.01,16.29,0.008,0.007,210.31
VENEZUELA,487.45,15.78,0.001,0.007,30.89
COSTA RICA,1531.7,15.66,0.003,0.007,97.81
ALBANIA,2432.42,14.79,0.005,0.007,164.46
BURUNDI,1993.0,14.59,0.004,0.007,136.6
CZECH REPUBLIC,498.36,14.04,0.001,0.006,35.5
UNSPECIFIED,1134.12,12.07,0.003,0.005,93.96
ERITREA,1888.1,11.37,0.004,0.005,166.06
BELARUS,1513.97,11.15,0.003,0.005,135.78
EL SALVADOR,1289.03,10.86,0.003,0.005,118.7
SERBIA,1116.9,9.8,0.003,0.004,113.97
GUYANA,643.64,8.65,0.001,0.004,74.41
NETHERLANDANTIL,727.56,7.73,0.002,0.003,94.12
MALTA,768.87,7.68,0.002,0.003,100.11
PUERTO RICO,1220.96,7.34,0.003,0.003,166.34
SAO TOME,1933.85,6.18,0.004,0.003,312.92
SURINAME,479.96,5.73,0.001,0.003,83.76
MAYOTTE,1956.04,5.62,0.004,0.003,348.05
BOTSWANA,500.67,5.32,0.001,0.002,94.11
TAJIKISTAN,124.0,4.79,0.0,0.002,25.89
URUGUAY,333.21,4.71,0.001,0.002,70.75
MALAWI,361.48,4.51,0.001,0.002,80.15
SLOVAK REP,270.28,4.43,0.001,0.002,61.01
FR POLYNESIA,340.98,3.91,0.001,0.002,87.21
HONDURAS,220.09,3.91,0.0,0.002,56.29
MOLDOVA,451.2,3.2,0.001,0.001,141.0
SERBIA MONTNGRO,862.6,3.19,0.002,0.001,270.41
SOLOMON ISLANDS,263.96,2.92,0.001,0.001,90.4
PARAGUAY,88.93,2.89,0.0,0.001,30.77
BARBADOS,221.73,2.4,0.0,0.001,92.39
NICARAGUA,154.99,2.23,0.0,0.001,69.5
BOSNIA-HRZGOVIN,239.52,2.22,0.001,0.001,107.89
BAHAMAS,125.62,2.02,0.0,0.001,62.19
CAPE VERDE IS,379.59,1.88,0.001,0.001,201.91
LAO PD RP,68.63,1.79,0.0,0.001,38.34
NEW CALEDONIA,223.55,1.71,0.001,0.001,130.73
BOLIVIA,92.16,1.37,0.0,0.001,67.27
VANUATU,86.62,1.1,0.0,0.0,78.75
CAYMAN IS,112.97,1.1,0.0,0.0,102.7
KIRIBATI REPUBLIC,110.73,1.07,0.0,0.0,103.49
Eswatini,209.63,1.03,0.0,0.0,203.52
ST LUCIA,144.6,0.99,0.0,0.0,146.06
DOMINICA,71.09,0.8,0.0,0.0,88.86
ANDORRA,46.49,0.58,0.0,0.0,80.16
BELIZE,39.55,0.56,0.0,0.0,70.62
ST VINCENT,31.3,0.55,0.0,0.0,56.91
GUADELOUPE,48.29,0.55,0.0,0.0,87.8
ICELAND,50.0,0.41,0.0,0.0,121.95
MACEDONIA,37.06,0.33,0.0,0.0,112.3
SAMOA,31.93,0.32,0.0,0.0,99.78
GRENADA,69.68,0.27,0.0,0.0,258.07
LUXEMBOURG,20.0,0.25,0.0,0.0,80.0
United States Minor Outlying Islands,21.32,0.25,0.0,0.0,85.28
TONGA,18.21,0.24,0.0,0.0,75.88
SAHARWI A.DM.REP.,17.2,0.19,0.0,0.0,90.53
KOREA DP RP,10.0,0.17,0.0,0.0,58.82
MARTINIQUE,10.4,0.13,0.0,0.0,80.0
ST KITT N A,0.25,0.07,0.0,0.0,3.57
Antarctica,1.6,0.02,0.0,0.0,80.0
LESOTHO,0.09,0.01,0.0,0.0,9.0
Total,44463103.96,220940.06,100.0,100.0,201.25
