Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
HUNGARY,553.8,1.99,0.012,0.022,278.29
GEORGIA,711.78,1.96,0.015,0.022,363.15
SENEGAL,559.21,1.93,0.012,0.021,289.75
ICELAND,92.07,1.72,0.002,0.019,53.53
COLOMBIA,310.9,1.57,0.007,0.017,198.03
BULGARIA,394.78,1.54,0.008,0.017,256.35
UGANDA,355.25,1.47,0.008,0.016,241.67
CYPRUS,308.74,1.37,0.007,0.015,225.36
MOROCCO,355.94,1.34,0.008,0.015,265.63
CHILE,252.64,1.3,0.005,0.014,194.34
BENIN,548.7,1.24,0.012,0.014,442.5
URUGUAY,94.5,1.22,0.002,0.013,77.46
BURKINA FASO,175.9,0.88,0.004,0.01,199.89
FIJI IS,125.54,0.87,0.003,0.01,144.3
BARBADOS,281.23,0.78,0.006,0.009,360.55
BHUTAN,265.37,0.76,0.006,0.008,349.17
BAHAMAS,403.5,0.76,0.009,0.008,530.92
GUINEA BISSAU,141.19,0.73,0.003,0.008,193.41
COMOROS,191.55,0.69,0.004,0.008,277.61
LATVIA,129.71,0.67,0.003,0.007,193.6
LIBERIA,179.03,0.65,0.004,0.007,275.43
TURKS C IS,126.0,0.63,0.003,0.007,200.0
NIGER,43.77,0.6,0.001,0.007,72.95
CZECH REPUBLIC,135.95,0.57,0.003,0.006,238.51
TURKMENISTAN,190.0,0.54,0.004,0.006,351.85
MACEDONIA,199.55,0.53,0.004,0.006,376.51
MALTA,138.64,0.53,0.003,0.006,261.58
DOMINIC REP,52.56,0.51,0.001,0.006,103.06
GUATEMALA,78.1,0.51,0.002,0.006,153.14
CROATIA,68.97,0.5,0.001,0.005,137.94
LITHUANIA,40.0,0.46,0.001,0.005,86.96
MARTINIQUE,178.87,0.45,0.004,0.005,397.49
VENEZUELA,92.0,0.45,0.002,0.005,204.44
TRINIDAD,106.45,0.43,0.002,0.005,247.56
CHANNEL ISLAND,249.0,0.43,0.005,0.005,579.07
CAMBODIA,78.88,0.41,0.002,0.005,192.39
CAMEROON,80.24,0.39,0.002,0.004,205.74
ARMENIA,100.0,0.39,0.002,0.004,256.41
GUADELOUPE,82.6,0.38,0.002,0.004,217.37
IRELAND,59.54,0.36,0.001,0.004,165.39
GAMBIA,79.0,0.34,0.002,0.004,232.35
EL SALVADOR,0.74,0.32,0.0,0.004,2.31
FR GUIANA,59.66,0.31,0.001,0.003,192.45
RWANDA,60.64,0.3,0.001,0.003,202.13
JAMAICA,83.79,0.29,0.002,0.003,288.93
AFGHANISTAN TIS,49.0,0.28,0.001,0.003,175.0
ZAMBIA,35.15,0.27,0.001,0.003,130.19
LIBYA,31.42,0.23,0.001,0.003,136.61
TOGO,53.04,0.21,0.001,0.002,252.57
BOTSWANA,23.76,0.21,0.001,0.002,113.14
TAJIKISTAN,37.48,0.2,0.001,0.002,187.4
ROMANIA,2.0,0.19,0.0,0.002,10.53
CANARY ISLAND,18.94,0.18,0.0,0.002,105.22
ALGERIA,65.08,0.18,0.001,0.002,361.56
TUNISIA,43.9,0.17,0.001,0.002,258.24
PERU,42.23,0.17,0.001,0.002,248.41
SLOVENIA,62.12,0.16,0.001,0.002,388.25
NAMIBIA,67.5,0.16,0.001,0.002,421.88
EQUTL GUINEA,36.66,0.15,0.001,0.002,244.4
ECUADOR,37.5,0.14,0.001,0.002,267.86
PANAMA REPUBLIC,30.59,0.13,0.001,0.001,235.31
ALBANIA,25.14,0.12,0.001,0.001,209.5
BELIZE,18.01,0.12,0.0,0.001,150.08
SIERRA LEONE,26.64,0.12,0.001,0.001,222.0
MACAO,41.34,0.11,0.001,0.001,375.82
SURINAME,40.0,0.1,0.001,0.001,400.0
MALAWI,16.55,0.1,0.0,0.001,165.5
BURUNDI,25.71,0.1,0.001,0.001,257.1
MOLDOVA,63.0,0.09,0.001,0.001,700.0
SAMOA,21.5,0.08,0.0,0.001,268.75
NEW CALEDONIA,11.68,0.08,0.0,0.001,146.0
NORFOLK ISLANDS,38.4,0.08,0.001,0.001,480.0
TOKELAU ISLANDS,3.09,0.07,0.0,0.001,44.14
BOLIVIA,1.4,0.06,0.0,0.001,23.33
GIBRALTAR,8.59,0.06,0.0,0.001,143.17
VANUATU,17.64,0.05,0.0,0.001,352.8
CONGO D. REP.,8.45,0.05,0.0,0.001,169.0
AMERI SAMOA,26.0,0.04,0.001,0.0,650.0
PARAGUAY,11.0,0.04,0.0,0.0,275.0
GUYANA,5.52,0.04,0.0,0.0,138.0
ANTIGUA,13.6,0.03,0.0,0.0,453.33
SERBIA,0.9,0.02,0.0,0.0,45.0
SOLOMON ISLANDS,50.0,0.02,0.001,0.0,2500.0
KAZAKHSTAN,2.25,0.01,0.0,0.0,225.0
PANAMA CANAL ZONE,3.15,0.01,0.0,0.0,315.0
Total,4721147.69,9108.55,100.0,100.0,518.32
