Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SAUDI ARAB,685829.5,1501.7,14.527,16.487,456.7
BANGLADESH PR,841558.76,771.38,17.825,8.469,1090.98
U ARAB EMTS,376675.77,717.22,7.978,7.874,525.19
U S A,156316.81,692.8,3.311,7.606,225.63
MALAYSIA,246189.94,576.84,5.215,6.333,426.79
U K,174616.84,533.2,3.699,5.854,327.49
EGYPT A RP,114097.48,440.08,2.417,4.832,259.27
KUWAIT,113982.7,324.82,2.414,3.566,350.91
PHILIPPINES,172629.08,303.17,3.657,3.328,569.41
SRI LANKA DSR,216116.29,269.01,4.578,2.953,803.38
INDONESIA,101966.71,232.69,2.16,2.555,438.21
PAKISTAN IR,159696.04,213.04,3.383,2.339,749.61
NETHERLAND,53207.35,180.19,1.127,1.978,295.28
GERMANY,39674.95,175.44,0.84,1.926,226.15
YEMEN REPUBLC,189223.84,156.55,4.008,1.719,1208.71
OMAN,118389.56,154.56,2.508,1.697,765.98
KOREA RP,252007.92,134.15,5.338,1.473,1878.55
FRANCE,41040.91,126.58,0.869,1.39,324.23
SINGAPORE,68421.45,93.91,1.449,1.031,728.59
CANADA,26440.88,92.57,0.56,1.016,285.63
SOUTH AFRICA,64543.29,87.73,1.367,0.963,735.7
BELGIUM,24077.92,81.41,0.51,0.894,295.76
JAPAN,18071.11,76.81,0.383,0.843,235.27
SPAIN,17662.31,68.35,0.374,0.75,258.41
JORDAN,14862.07,65.56,0.315,0.72,226.69
ITALY,16551.88,63.69,0.351,0.699,259.88
SUDAN,58924.58,63.66,1.248,0.699,925.61
IRAN,13597.89,61.4,0.288,0.674,221.46
BAHARAIN IS,23894.85,56.2,0.506,0.617,425.18
NEPAL,37206.39,49.66,0.788,0.545,749.22
AUSTRALIA,12581.47,44.25,0.266,0.486,284.33
CHINA P RP,14573.08,43.93,0.309,0.482,331.73
MAURITIUS,18536.86,38.2,0.393,0.419,485.26
SWEDEN,24756.43,37.06,0.524,0.407,668.01
SWITZERLAND,5383.54,36.82,0.114,0.404,146.21
ANGOLA,7462.87,34.24,0.158,0.376,217.96
IRAQ,28105.6,32.41,0.595,0.356,867.19
HONG KONG,6743.59,32.32,0.143,0.355,208.65
MALDIVES,18851.51,29.18,0.399,0.32,646.04
QATAR,11238.83,27.67,0.238,0.304,406.17
LEBANON,5461.22,23.99,0.116,0.263,227.65
RUSSIA,7890.51,21.35,0.167,0.234,369.58
GREECE,4292.18,19.48,0.091,0.214,220.34
POLAND,5020.87,17.79,0.106,0.195,282.23
UKRAINE,8918.43,17.46,0.189,0.192,510.79
TAIWAN,6937.33,17.35,0.147,0.19,399.85
SEYCHELLES,6411.86,16.22,0.136,0.178,395.31
THAILAND,3786.26,15.69,0.08,0.172,241.32
GABON,4054.7,14.51,0.086,0.159,279.44
ISRAEL,3156.24,13.13,0.067,0.144,240.38
DENMARK,2186.2,12.96,0.046,0.142,168.69
PORTUGAL,1279.26,9.62,0.027,0.106,132.98
MEXICO,2463.27,9.25,0.052,0.102,266.3
MALI,5102.18,9.13,0.108,0.1,558.84
NIGERIA,5165.36,8.92,0.109,0.098,579.08
VIETNAM SOC REP,15964.28,8.73,0.338,0.096,1828.67
MYANMAR,2252.26,7.72,0.048,0.085,291.74
ARGENTINA,1155.61,7.52,0.024,0.083,153.67
BRAZIL,1319.17,6.93,0.028,0.076,190.36
NETHERLANDANTIL,1479.99,6.81,0.031,0.075,217.33
NEW ZEALAND,1920.09,6.78,0.041,0.074,283.2
TURKEY,1418.13,6.75,0.03,0.074,210.09
CONGO P REP,1708.02,6.63,0.036,0.073,257.62
MOZAMBIQUE,1553.03,5.83,0.033,0.064,266.39
REUNION,3046.71,5.45,0.065,0.06,559.03
FINLAND,792.76,4.13,0.017,0.045,191.95
KENYA,2323.39,4.0,0.049,0.044,580.85
NORWAY,974.97,3.85,0.021,0.042,253.24
AUSTRIA,708.73,3.7,0.015,0.041,191.55
KOREA DP RP,1440.84,3.65,0.031,0.04,394.75
ETHIOPIA,1700.83,3.47,0.036,0.038,490.15
SOMALIA,2778.86,3.39,0.059,0.037,819.72
DJIBOUTI,3557.45,3.38,0.075,0.037,1052.5
ESTONIA,1534.0,3.31,0.032,0.036,463.44
TANZANIA REP,643.15,2.98,0.014,0.033,215.82
COTE D IVOIRE,710.95,2.78,0.015,0.031,255.74
GHANA,963.12,2.64,0.02,0.029,364.82
SYRIA,982.8,2.63,0.021,0.029,373.69
MADAGASCAR,524.11,2.61,0.011,0.029,200.81
ZIMBABWE,587.12,2.45,0.012,0.027,239.64
BRUNEI,1340.39,2.43,0.028,0.027,551.6
