Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SAUDI ARAB,233939.92,369.99,10.284,20.528,632.29
U ARAB EMTS,302608.72,237.27,13.302,13.164,1275.38
MALAYSIA,141708.15,152.77,6.229,8.476,927.59
JORDAN,369622.92,142.81,16.248,7.923,2588.21
U K,42841.81,88.8,1.883,4.927,482.45
BANGLADESH PR,167112.99,84.27,7.346,4.675,1983.07
U S A,41456.65,76.03,1.822,4.218,545.27
SINGAPORE,79269.84,44.99,3.485,2.496,1761.94
OMAN,36673.45,43.4,1.612,2.408,845.01
GERMANY,27588.36,41.74,1.213,2.316,660.96
KOREA RP,181613.22,39.91,7.983,2.214,4550.57
IRAQ,53685.0,33.64,2.36,1.866,1595.87
UNSPECIFIED,73938.24,33.28,3.25,1.846,2221.7
BAHARAIN IS,33319.96,30.78,1.465,1.708,1082.52
JAPAN,28970.97,30.47,1.274,1.691,950.8
KUWAIT,15307.4,29.21,0.673,1.621,524.05
SRI LANKA DSR,48666.57,27.42,2.139,1.521,1774.86
NETHERLAND,12990.58,25.23,0.571,1.4,514.89
FRANCE,6376.88,23.63,0.28,1.311,269.86
BRAZIL,37923.62,23.15,1.667,1.284,1638.17
SIERRA LEONE,36344.67,22.12,1.598,1.227,1643.07
IRAN,30781.66,19.71,1.353,1.094,1561.73
TOGO,25000.0,16.55,1.099,0.918,1510.57
YEMEN REPUBLC,10285.78,16.51,0.452,0.916,623.0
HAITI,23100.0,13.92,1.015,0.772,1659.48
PHILIPPINES,48322.86,12.47,2.124,0.692,3875.13
ITALY,2895.6,11.46,0.127,0.636,252.67
SWITZERLAND,1497.78,10.62,0.066,0.589,141.03
NEPAL,29454.59,10.42,1.295,0.578,2826.74
CANADA,4132.92,10.16,0.182,0.564,406.78
SUDAN,48494.17,8.79,2.132,0.488,5516.97
MEXICO,11880.0,7.47,0.522,0.414,1590.36
CHINA P RP,27485.24,6.98,1.208,0.387,3937.71
CZECH REPUBLIC,7215.47,6.08,0.317,0.337,1186.75
QATAR,5119.58,5.95,0.225,0.33,860.43
AUSTRALIA,2215.7,5.43,0.097,0.301,408.05
SPAIN,1830.71,5.34,0.08,0.296,342.83
MAURITIUS,4452.34,4.63,0.196,0.257,961.63
DENMARK,741.37,3.46,0.033,0.192,214.27
EGYPT A RP,305.77,2.39,0.013,0.133,127.94
PAKISTAN IR,3208.26,2.33,0.141,0.129,1376.94
PORTUGAL,100.21,1.48,0.004,0.082,67.71
HONG KONG,2944.53,1.47,0.129,0.082,2003.08
MALDIVES,3498.07,1.45,0.154,0.08,2412.46
NIGERIA,350.77,1.16,0.015,0.064,302.39
ROMANIA,542.27,1.14,0.024,0.063,475.68
ISRAEL,484.72,1.06,0.021,0.059,457.28
GREECE,162.09,1.03,0.007,0.057,157.37
THAILAND,725.4,0.99,0.032,0.055,732.73
AFGHANISTAN TIS,283.73,0.88,0.012,0.049,322.42
NEW ZEALAND,189.34,0.7,0.008,0.039,270.49
NORWAY,198.72,0.68,0.009,0.038,292.24
SYRIA,334.0,0.68,0.015,0.038,491.18
BELGIUM,207.93,0.67,0.009,0.037,310.34
ARGENTINA,333.0,0.66,0.015,0.037,504.55
MOZAMBIQUE,456.18,0.47,0.02,0.026,970.6
BRUNEI,176.95,0.46,0.008,0.026,384.67
BHUTAN,238.44,0.43,0.01,0.024,554.51
LEBANON,276.19,0.41,0.012,0.023,673.63
KENYA,251.14,0.4,0.011,0.022,627.85
REUNION,817.75,0.38,0.036,0.021,2151.97
FINLAND,133.0,0.36,0.006,0.02,369.44
LIBERIA,134.47,0.34,0.006,0.019,395.5
UGANDA,119.71,0.32,0.005,0.018,374.09
ZAMBIA,154.56,0.28,0.007,0.016,552.0
DJIBOUTI,102.22,0.21,0.004,0.012,486.76
COLOMBIA,63.33,0.2,0.003,0.011,316.65
TANZANIA REP,29.13,0.17,0.001,0.009,171.35
