Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
VENEZUELA,233.78,1.02,0.002,0.008,229.2
SIERRA LEONE,267.06,1.02,0.002,0.008,261.82
SLOVENIA,562.01,0.97,0.005,0.007,579.39
LIBERIA,381.02,0.96,0.003,0.007,396.9
MALAWI,532.33,0.89,0.005,0.007,598.12
ICELAND,130.0,0.88,0.001,0.006,147.73
NIGER,215.27,0.85,0.002,0.006,253.26
BAHAMAS,498.11,0.81,0.004,0.006,614.95
FR GUIANA,365.0,0.73,0.003,0.005,500.0
TURKMENISTAN,201.58,0.68,0.002,0.005,296.44
CUBA,120.46,0.67,0.001,0.005,179.79
BOTSWANA,210.7,0.58,0.002,0.004,363.28
PUERTO RICO,149.0,0.56,0.001,0.004,266.07
GAMBIA,165.22,0.53,0.001,0.004,311.74
JAMAICA,122.52,0.52,0.001,0.004,235.62
ZIMBABWE,204.96,0.52,0.002,0.004,394.15
TURKS C IS,104.7,0.43,0.001,0.003,243.49
MACEDONIA,555.24,0.4,0.005,0.003,1388.1
CAMBODIA,61.33,0.33,0.001,0.002,185.85
NEW CALEDONIA,56.22,0.33,0.0,0.002,170.36
VIRGIN IS US,77.43,0.32,0.001,0.002,241.97
PANAMA CANAL ZONE,99.29,0.31,0.001,0.002,320.29
HAITI,60.94,0.3,0.001,0.002,203.13
LIBYA,64.5,0.3,0.001,0.002,215.0
ALBANIA,84.0,0.28,0.001,0.002,300.0
ECUADOR,38.88,0.24,0.0,0.002,162.0
URUGUAY,19.2,0.24,0.0,0.002,80.0
GUADELOUPE,57.23,0.21,0.0,0.002,272.52
PERU,34.1,0.21,0.0,0.002,162.38
KAZAKHSTAN,17.78,0.21,0.0,0.002,84.67
MARTINIQUE,88.0,0.2,0.001,0.001,440.0
MONGOLIA,55.0,0.19,0.0,0.001,289.47
DOMINICA,25.92,0.17,0.0,0.001,152.47
BULGARIA,29.3,0.17,0.0,0.001,172.35
SOLOMON ISLANDS,150.0,0.15,0.001,0.001,1000.0
HONDURAS,52.56,0.14,0.0,0.001,375.43
MONTSERRAT,29.98,0.12,0.0,0.001,249.83
BOSNIA-HRZGOVIN,35.03,0.09,0.0,0.001,389.22
MOLDOVA,14.6,0.09,0.0,0.001,162.22
BELIZE,41.79,0.07,0.0,0.001,597.0
MAURITANIA,22.93,0.07,0.0,0.001,327.57
NIUE,48.0,0.06,0.0,0.0,800.0
BELARUS,6.2,0.06,0.0,0.0,103.33
BOLIVIA,6.0,0.06,0.0,0.0,100.0
AMERI SAMOA,10.74,0.06,0.0,0.0,179.0
SERBIA,5.6,0.06,0.0,0.0,93.33
GIBRALTAR,9.0,0.06,0.0,0.0,150.0
PAPUA N GNA,72.14,0.05,0.001,0.0,1442.8
LUXEMBOURG,20.0,0.05,0.0,0.0,400.0
COSTA RICA,12.0,0.05,0.0,0.0,240.0
TAJIKISTAN,59.5,0.04,0.001,0.0,1487.5
KYRGHYZSTAN,20.16,0.03,0.0,0.0,672.0
GUAM,7.93,0.02,0.0,0.0,396.5
ST HELENA,2.28,0.02,0.0,0.0,114.0
CONGO D. REP.,1.5,0.02,0.0,0.0,75.0
C AFRI REP,5.8,0.02,0.0,0.0,290.0
KIRIBATI REPUBLIC,3.0,0.02,0.0,0.0,150.0
DOMINIC REP,11.73,0.02,0.0,0.0,586.5
CAPE VERDE IS,9.11,0.02,0.0,0.0,455.5
SAO TOME,0.03,0.01,0.0,0.0,3.0
SURINAME,63.0,0.01,0.001,0.0,6300.0
GUYANA,1.85,0.01,0.0,0.0,185.0
EL SALVADOR,1.43,0.01,0.0,0.0,143.0
Total,11505260.48,13564.82,100.0,100.0,848.17
