Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SAUDI ARAB,497938.6,1185.16,12.552,16.464,420.14
U ARAB EMTS,299039.68,566.92,7.538,7.875,527.48
U S A,135074.39,476.09,3.405,6.614,283.72
BANGLADESH PR,530994.43,456.74,13.385,6.345,1162.57
U K,137349.82,416.04,3.462,5.78,330.14
MALAYSIA,156545.27,337.08,3.946,4.683,464.42
SRI LANKA DSR,303359.74,303.03,7.647,4.21,1001.09
SOUTH AFRICA,273591.23,272.94,6.897,3.792,1002.39
KUWAIT,106177.76,267.05,2.676,3.71,397.6
PHILIPPINES,52029.9,202.67,1.312,2.815,256.72
RUSSIA,155216.57,200.0,3.913,2.778,776.08
NETHERLAND,62754.87,189.76,1.582,2.636,330.71
INDONESIA,80166.82,180.62,2.021,2.509,443.84
GERMANY,37549.62,177.04,0.947,2.459,212.1
EGYPT A RP,51777.57,124.39,1.305,1.728,416.25
NIGERIA,122827.14,121.1,3.096,1.682,1014.26
FRANCE,33075.67,111.94,0.834,1.555,295.48
SINGAPORE,66629.86,96.74,1.68,1.344,688.75
IRAN,49986.45,83.1,1.26,1.154,601.52
JAPAN,25457.37,80.63,0.642,1.12,315.73
PAKISTAN IR,57899.87,80.54,1.46,1.119,718.9
YEMEN REPUBLC,64083.21,73.76,1.615,1.025,868.81
CANADA,28146.06,67.98,0.709,0.944,414.03
SOMALIA,66706.0,63.15,1.681,0.877,1056.31
BELGIUM,20418.81,56.69,0.515,0.788,360.18
OMAN,19276.2,55.78,0.486,0.775,345.58
SENEGAL,80061.08,55.39,2.018,0.769,1445.41
SPAIN,15117.16,49.71,0.381,0.691,304.11
ITALY,8809.09,46.94,0.222,0.652,187.67
UKRAINE,33186.02,44.94,0.837,0.624,738.45
HONG KONG,10101.23,44.69,0.255,0.621,226.03
JORDAN,18909.12,41.03,0.477,0.57,460.86
BAHARAIN IS,18312.0,39.94,0.462,0.555,458.49
TURKEY,18008.25,36.21,0.454,0.503,497.33
AUSTRALIA,7768.22,30.91,0.196,0.429,251.32
CHINA P RP,9339.83,29.69,0.235,0.412,314.58
SWITZERLAND,3143.34,27.92,0.079,0.388,112.58
MYANMAR,24836.94,26.47,0.626,0.368,938.31
MAURITIUS,11327.33,24.45,0.286,0.34,463.29
PORTUGAL,11264.99,24.0,0.284,0.333,469.37
MOROCCO,27616.4,23.11,0.696,0.321,1195.0
GREECE,8184.76,23.02,0.206,0.32,355.55
KOREA RP,11711.19,20.63,0.295,0.287,567.68
ANGOLA,4656.43,20.11,0.117,0.279,231.55
QATAR,9976.93,20.1,0.251,0.279,496.36
NEPAL,9932.83,18.0,0.25,0.25,551.82
SWEDEN,14591.9,15.89,0.368,0.221,918.31
LEBANON,5659.91,15.66,0.143,0.218,361.42
BHUTAN,14555.21,15.52,0.367,0.216,937.84
LIBYA,14583.44,14.72,0.368,0.204,990.72
SYRIA,12102.1,14.5,0.305,0.201,834.63
ISRAEL,5823.5,13.9,0.147,0.193,418.96
DENMARK,3603.8,12.83,0.091,0.178,280.89
MOZAMBIQUE,13761.03,12.27,0.347,0.17,1121.52
ALGERIA,13884.0,12.18,0.35,0.169,1139.9
POLAND,5494.79,11.72,0.139,0.163,468.84
GABON,2983.12,9.76,0.075,0.136,305.65
MALDIVES,6099.62,9.47,0.154,0.132,644.1
AUSTRIA,1200.57,9.31,0.03,0.129,128.95
SEYCHELLES,4885.6,8.91,0.123,0.124,548.33
TRINIDAD,8529.71,8.75,0.215,0.122,974.82
DJIBOUTI,8654.91,8.16,0.218,0.113,1060.65
TUNISIA,4973.97,6.05,0.125,0.084,822.14
BENIN,5519.04,5.97,0.139,0.083,924.46
UGANDA,4470.48,5.55,0.113,0.077,805.49
KENYA,3794.73,5.48,0.096,0.076,692.47
ARGENTINA,933.59,5.4,0.024,0.075,172.89
GHANA,1556.23,5.32,0.039,0.074,292.52
NEW ZEALAND,1165.08,5.14,0.029,0.071,226.67
THAILAND,1023.03,4.88,0.026,0.068,209.64
TAIWAN,1855.76,4.78,0.047,0.066,388.23
MEXICO,1442.89,4.21,0.036,0.058,342.73
BRAZIL,796.73,4.07,0.02,0.057,195.76
TANZANIA REP,3178.98,3.91,0.08,0.054,813.04
NORWAY,1239.16,3.72,0.031,0.052,333.11
BULGARIA,2644.36,3.26,0.067,0.045,811.15
HUNGARY,2635.5,3.16,0.066,0.044,834.02
ETHIOPIA,2089.93,2.91,0.053,0.04,718.19
ZIMBABWE,706.82,2.73,0.018,0.038,258.91
REUNION,1361.17,2.62,0.034,0.036,519.53
CHILE,824.08,2.5,0.021,0.035,329.63
KOREA DP RP,1369.47,2.28,0.035,0.032,600.64
COTE D IVOIRE,1269.36,1.7,0.032,0.024,746.68
LITHUANIA,704.75,1.68,0.018,0.023,419.49
LATVIA,506.14,1.42,0.013,0.02,356.44
CONGO D. REP.,701.22,1.41,0.018,0.02,497.32
ESTONIA,499.68,1.23,0.013,0.017,406.24
IRELAND,186.58,1.15,0.005,0.016,162.24
FINLAND,247.73,0.97,0.006,0.013,255.39
SOLOMON ISLANDS,373.0,0.94,0.009,0.013,396.81
BRUNEI,478.14,0.9,0.012,0.013,531.27
CONGO P REP,391.4,0.85,0.01,0.012,460.47
ZAMBIA,294.51,0.74,0.007,0.01,397.99
VIETNAM SOC REP,458.16,0.74,0.012,0.01,619.14
CYPRUS,238.14,0.73,0.006,0.01,326.22
MACAO,140.0,0.72,0.004,0.01,194.44
CZECH REPUBLIC,493.81,0.68,0.012,0.009,726.19
BARBADOS,208.1,0.67,0.005,0.009,310.6
URUGUAY,58.48,0.64,0.001,0.009,91.38
SURINAME,272.24,0.62,0.007,0.009,439.1
MALI,407.05,0.61,0.01,0.008,667.3
VENEZUELA,156.05,0.59,0.004,0.008,264.49
SUDAN,290.46,0.49,0.007,0.007,592.78
AFGHANISTAN TIS,49.72,0.48,0.001,0.007,103.58
RWANDA,218.66,0.44,0.006,0.006,496.95
ARMENIA,190.35,0.42,0.005,0.006,453.21
COLOMBIA,208.98,0.4,0.005,0.006,522.45
ROMANIA,105.98,0.38,0.003,0.005,278.89
GUINEA,125.55,0.36,0.003,0.005,348.75
TOGO,99.91,0.34,0.003,0.005,293.85
MALTA,107.82,0.32,0.003,0.004,336.94
MADAGASCAR,83.86,0.27,0.002,0.004,310.59
SLOVENIA,72.01,0.27,0.002,0.004,266.7
SERBIA,91.28,0.24,0.002,0.003,380.33
FIJI IS,91.28,0.24,0.002,0.003,380.33
COMOROS,62.0,0.23,0.002,0.003,269.57
MALAWI,94.94,0.21,0.002,0.003,452.1
CHANNEL ISLAND,41.0,0.18,0.001,0.003,227.78
LIBERIA,54.68,0.18,0.001,0.003,303.78
BURKINA FASO,44.01,0.17,0.001,0.002,258.88
NETHERLANDANTIL,70.91,0.17,0.002,0.002,417.12
CANARY ISLAND,14.39,0.17,0.0,0.002,84.65
SAHARWI A.DM.REP.,15.98,0.15,0.0,0.002,106.53
BELARUS,37.0,0.14,0.001,0.002,264.29
BURUNDI,11.34,0.13,0.0,0.002,87.23
GAMBIA,20.0,0.13,0.001,0.002,153.85
NORFOLK ISLANDS,50.92,0.11,0.001,0.002,462.91
BAHAMAS,68.34,0.11,0.002,0.002,621.27
HAITI,36.0,0.1,0.001,0.001,360.0
NAMIBIA,26.93,0.1,0.001,0.001,269.3
PERU,35.05,0.1,0.001,0.001,350.5
PACIFIC ISLAND,21.0,0.08,0.001,0.001,262.5
GIBRALTAR,28.35,0.07,0.001,0.001,405.0
VANUATU,14.0,0.07,0.0,0.001,200.0
LIECHTENSTEIN,20.0,0.07,0.001,0.001,285.71
PAPUA N GNA,27.64,0.06,0.001,0.001,460.67
CROATIA,23.0,0.06,0.001,0.001,383.33
ST HELENA,2.2,0.05,0.0,0.001,44.0
MAURITANIA,11.0,0.05,0.0,0.001,220.0
BOLIVIA,14.0,0.04,0.0,0.001,350.0
CAMEROON,11.38,0.04,0.0,0.001,284.5
VIRGIN IS US,14.4,0.04,0.0,0.001,360.0
GEORGIA,17.78,0.04,0.0,0.001,444.5
PANAMA CANAL ZONE,3.4,0.03,0.0,0.0,113.33
BOTSWANA,23.18,0.02,0.001,0.0,1159.0
PANAMA REPUBLIC,16.95,0.02,0.0,0.0,847.5
FR GUIANA,8.0,0.02,0.0,0.0,400.0
PARAGUAY,5.16,0.02,0.0,0.0,258.0
CAMBODIA,4.79,0.02,0.0,0.0,239.5
TOKELAU ISLANDS,0.0,0.01,0.0,0.0,0.0
AMERI SAMOA,0.5,0.01,0.0,0.0,50.0
UZBEKISTAN,0.1,0.01,0.0,0.0,10.0
Total,3967100.98,7198.54,100.0,100.0,551.1
