Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SAUDI ARAB,388547.61,603.96,19.17,20.739,643.33
U ARAB EMTS,341912.41,405.99,16.869,13.941,842.17
MALAYSIA,149047.64,218.25,7.354,7.494,682.92
U K,84889.9,191.34,4.188,6.57,443.66
U S A,60977.77,169.54,3.009,5.822,359.67
KUWAIT,88371.92,162.55,4.36,5.582,543.66
BANGLADESH PR,201587.21,143.59,9.946,4.931,1403.91
SINGAPORE,77351.23,70.44,3.816,2.419,1098.12
GERMANY,22430.63,68.42,1.107,2.349,327.84
SRI LANKA DSR,86277.25,66.88,4.257,2.297,1290.03
RUSSIA,30692.26,63.34,1.514,2.175,484.56
INDONESIA,43232.15,57.08,2.133,1.96,757.4
NETHERLAND,16226.25,56.68,0.801,1.946,286.28
PHILIPPINES,16827.94,54.27,0.83,1.864,310.08
OMAN,28180.28,52.38,1.39,1.799,538.0
KENYA,61422.48,45.32,3.03,1.556,1355.31
BAHARAIN IS,27549.72,42.7,1.359,1.466,645.19
FRANCE,13628.38,36.78,0.672,1.263,370.54
CANADA,11333.39,27.79,0.559,0.954,407.82
TOGO,41094.04,26.44,2.028,0.908,1554.24
MAURITIUS,20063.79,25.55,0.99,0.877,785.28
JAPAN,7779.51,21.12,0.384,0.725,368.35
SPAIN,6697.69,21.09,0.33,0.724,317.58
SOUTH AFRICA,12006.26,17.75,0.592,0.61,676.41
BELGIUM,7724.14,17.64,0.381,0.606,437.88
ITALY,5036.32,17.5,0.248,0.601,287.79
IRAN,20072.9,17.06,0.99,0.586,1176.61
YEMEN REPUBLC,6150.46,13.69,0.303,0.47,449.27
AUSTRALIA,6056.21,13.48,0.299,0.463,449.27
NEPAL,9399.43,12.48,0.464,0.429,753.16
QATAR,8097.93,12.04,0.4,0.413,672.59
SWITZERLAND,1632.69,11.99,0.081,0.412,136.17
GREECE,3202.19,11.99,0.158,0.412,267.07
MALDIVES,17517.89,10.99,0.864,0.377,1593.98
ALGERIA,21014.5,10.71,1.037,0.368,1962.14
JORDAN,4781.65,8.18,0.236,0.281,584.55
SIERRA LEONE,13054.71,8.15,0.644,0.28,1601.8
PAKISTAN IR,9247.2,7.27,0.456,0.25,1271.97
BHUTAN,2965.52,5.26,0.146,0.181,563.79
MYANMAR,7293.16,5.14,0.36,0.177,1418.9
EGYPT A RP,818.44,4.92,0.04,0.169,166.35
DENMARK,1357.43,4.91,0.067,0.169,276.46
PORTUGAL,520.32,4.82,0.026,0.166,107.95
HONG KONG,1884.33,4.73,0.093,0.162,398.38
SENEGAL,6631.52,4.25,0.327,0.146,1560.36
SAMOA,6600.0,4.17,0.326,0.143,1582.73
THAILAND,4865.98,4.16,0.24,0.143,1169.71
BRUNEI,1266.04,3.91,0.062,0.134,323.8
LEBANON,1298.26,2.57,0.064,0.088,505.16
ISRAEL,978.9,2.38,0.048,0.082,411.3
