Country Name,Qty(MT),Rs(Crore),% Share(Qty),% Share(Rs),MT per Crore
SEYCHELLES,2155.48,2.35,0.106,0.081,917.23
TAIWAN,1321.11,2.33,0.065,0.08,567.0
UKRAINE,415.51,2.05,0.021,0.07,202.69
TURKEY,2226.16,1.92,0.11,0.066,1159.46
NORWAY,537.91,1.84,0.027,0.063,292.34
ZIMBABWE,754.97,1.41,0.037,0.048,535.44
NEW ZEALAND,391.33,1.4,0.019,0.048,279.52
ARGENTINA,543.0,1.39,0.027,0.048,390.65
BRAZIL,522.3,1.28,0.026,0.044,408.05
CHINA P RP,578.3,1.28,0.029,0.044,451.8
TANZANIA REP,1052.27,1.25,0.052,0.043,841.82
IRELAND,444.1,1.24,0.022,0.043,358.15
KOREA RP,501.97,1.24,0.025,0.043,404.81
AUSTRIA,310.56,1.04,0.015,0.036,298.62
SOMALIA,1300.0,1.04,0.064,0.036,1250.0
MEXICO,297.84,1.03,0.015,0.035,289.17
UGANDA,381.31,0.93,0.019,0.032,410.01
NIGERIA,262.06,0.93,0.013,0.032,281.78
GABON,349.28,0.9,0.017,0.031,388.09
SYRIA,502.12,0.9,0.025,0.031,557.91
SWEDEN,305.9,0.78,0.015,0.027,392.18
POLAND,277.0,0.62,0.014,0.021,446.77
BULGARIA,225.0,0.59,0.011,0.02,381.36
BURUNDI,202.16,0.59,0.01,0.02,342.64
FINLAND,185.0,0.58,0.009,0.02,318.97
ROMANIA,150.4,0.42,0.007,0.014,358.1
VIETNAM SOC REP,223.51,0.4,0.011,0.014,558.78
NETHERLANDANTIL,115.62,0.36,0.006,0.012,321.17
TUNISIA,35.0,0.35,0.002,0.012,100.0
TAJIKISTAN,68.69,0.32,0.003,0.011,214.66
GEORGIA,158.0,0.3,0.008,0.01,526.67
REUNION,250.9,0.28,0.012,0.01,896.07
MALTA,92.86,0.28,0.005,0.01,331.64
ZAMBIA,60.73,0.28,0.003,0.01,216.89
GUINEA,115.73,0.27,0.006,0.009,428.63
TRINIDAD,104.1,0.27,0.005,0.009,385.56
COLOMBIA,91.0,0.25,0.004,0.009,364.0
DJIBOUTI,102.78,0.25,0.005,0.009,411.12
IRAQ,303.52,0.22,0.015,0.008,1379.64
MALAWI,72.32,0.21,0.004,0.007,344.38
CONGO P REP,63.15,0.2,0.003,0.007,315.75
CONGO D. REP.,63.8,0.2,0.003,0.007,319.0
TURKMENISTAN,90.0,0.19,0.004,0.007,473.68
GHANA,54.4,0.18,0.003,0.006,302.22
CZECH REPUBLIC,132.03,0.17,0.007,0.006,776.65
MOZAMBIQUE,66.82,0.17,0.003,0.006,393.06
URUGUAY,60.0,0.16,0.003,0.005,375.0
Eswatini,0.38,0.16,0.0,0.005,2.38
PANAMA REPUBLIC,41.0,0.14,0.002,0.005,292.86
CYPRUS,69.04,0.12,0.003,0.004,575.33
COTE D IVOIRE,36.87,0.12,0.002,0.004,307.25
SOLOMON ISLANDS,49.0,0.11,0.002,0.004,445.45
ANGOLA,16.32,0.11,0.001,0.004,148.36
BAHAMAS,66.01,0.11,0.003,0.004,600.09
KAMPUCHEA DEMO.,65.2,0.08,0.003,0.003,815.0
KOREA DP RP,32.01,0.08,0.002,0.003,400.12
ETHIOPIA,20.5,0.08,0.001,0.003,256.25
CHAD,37.21,0.07,0.002,0.002,531.57
CANARY ISLAND,19.0,0.05,0.001,0.002,380.0
UZBEKISTAN,12.0,0.05,0.001,0.002,240.0
HUNGARY,0.0,0.05,0.0,0.002,0.0
MAURITANIA,21.0,0.05,0.001,0.002,420.0
GUYANA,17.0,0.04,0.001,0.001,425.0
LITHUANIA,17.0,0.04,0.001,0.001,425.0
PAPUA N GNA,18.6,0.04,0.001,0.001,465.0
LIBYA,20.0,0.04,0.001,0.001,500.0
SUDAN,42.34,0.04,0.002,0.001,1058.5
MONGOLIA,8.18,0.04,0.0,0.001,204.5
AFGHANISTAN TIS,4.69,0.04,0.0,0.001,117.25
LIBERIA,19.01,0.03,0.001,0.001,633.67
MOLDOVA,10.0,0.03,0.0,0.001,333.33
GUINEA BISSAU,18.0,0.03,0.001,0.001,600.0
MARTINIQUE,11.5,0.03,0.001,0.001,383.33
MADAGASCAR,3.71,0.02,0.0,0.001,185.5
COMOROS,10.0,0.02,0.0,0.001,500.0
VENEZUELA,5.0,0.02,0.0,0.001,250.0
ALBANIA,0.0,0.01,0.0,0.0,0.0
CROATIA,3.48,0.01,0.0,0.0,348.0
CHILE,2.2,0.01,0.0,0.0,220.0
BOTSWANA,0.72,0.01,0.0,0.0,72.0
Total,2026810.8,2912.16,100.0,100.0,695.98
